	QUESTION	Q_UNDERGOER	Q_ENABLER	Q_TRIGGER	Q_RESULT	Q_UNDERSPECIFIED	ANSWER_CHOICE	ANSWER_SENTENCE	A_UNDERGOER	A_ENABLER	A_TRIGGER	A_RESULT	A_UNDERSPECIFIED	UNDERGOER_SCORE	ENABLER_SCORE	TRIGGER_SCORE	RESULT_SCORE	UNDERSPECIFIED_SCORE	CORRECT_ANSWER	PREDICTED_ANSWER	PREDICTION
2982	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	process	None	None	evaporation	Water from the oceans enters the atmosphere through evaporation.	Water	None	evaporation	None	the atmosphere			1.0			evaporation	transpiration	False
2983	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	precipitation	precipitation Water falling to the Earth.	Water	None	precipitation | falling	None	the earth [destination]						evaporation	transpiration	False
2984	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	precipitation	The plant will then use the stored water in times or seasons of low precipitation.	None	None	precipitation	None	None						evaporation	transpiration	False
2985	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	precipitation	precipitation Water that falls to the Earth from the sky.	Water	None	falls	None	sky [source] earth[destination]						evaporation	transpiration	False
2986	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	precipitation	Rain is a form of precipitation in which water falls back to earth as a liquid.	water	None	precipitation | falls back	None	None						evaporation	transpiration	False
2987	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	precipitation	Also when the air cannot hold any more water, it precipitates.	water	None	precipitates	None	None						evaporation	transpiration	False
2988	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	precipitation	Precipitation is the term used to describe water (moisture) that falls from the sky.	water	None	falls | precipitation	None	sky						evaporation	transpiration	False
2989	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	precipitation	Different forms of precipitation include: Rain is liquid water falling from the sky.	water	None	falling	None	sky						evaporation	transpiration	False
2990	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	precipitation	falling products of condensation of water vapour in the atmosphere, as rain, snow, or hail.	water vapour	None	falling	None	atmosphere						evaporation	transpiration	False
2991	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	precipitation	precipitation is any product of the condensation of atmospheric water vapour that falls under gravity.	water vapour	gravity	falls | precipitation	None	None						evaporation	transpiration	False
2992	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	precipitation	The liquid and solid water particles that fall from clouds and reach the ground are known as precipitation	liquid solid water	None	fall | precipitation	reach the ground	clouds						evaporation	transpiration	False
2993	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	precipitation	precipitation Water falling to the Earth.	Water	None	precipitation | falling	None	the earth [destination]						evaporation	transpiration	False
2994	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	precipitation	The plant will then use the stored water in times or seasons of low precipitation.	None	None	precipitation	None	None						evaporation	transpiration	False
2995	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	precipitation	precipitation Water that falls to the Earth from the sky.	Water	None	falls	None	sky [source] earth[destination]						evaporation	transpiration	False
2996	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	precipitation	Rain is a form of precipitation in which water falls back to earth as a liquid.	water	None	precipitation | falls back	None	None						evaporation	transpiration	False
2997	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	precipitation	Also when the air cannot hold any more water, it precipitates.	water	None	precipitates	None	None						evaporation	transpiration	False
2998	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	precipitation	Precipitation is the term used to describe water (moisture) that falls from the sky.	water	None	falls | precipitation	None	sky						evaporation	transpiration	False
2999	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	precipitation	Different forms of precipitation include: Rain is liquid water falling from the sky.	water	None	falling	None	sky						evaporation	transpiration	False
3000	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	precipitation	falling products of condensation of water vapour in the atmosphere, as rain, snow, or hail.	water vapour	None	falling	None	atmosphere						evaporation	transpiration	False
3001	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	precipitation	precipitation is any product of the condensation of atmospheric water vapour that falls under gravity.	water vapour	gravity	falls | precipitation	None	None						evaporation	transpiration	False
3002	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	precipitation	The liquid and solid water particles that fall from clouds and reach the ground are known as precipitation	liquid solid water	None	fall | precipitation	reach the ground	clouds						evaporation	transpiration	False
3003	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	process	None	None	precipitation	precipitation Water falling to the Earth.	Water	None	precipitation | falling	None	the earth [destination]			0.111111111111			evaporation	transpiration	False
3004	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	process	None	None	precipitation	The plant will then use the stored water in times or seasons of low precipitation.	None	None	precipitation	None	None			0.111111111111			evaporation	transpiration	False
3005	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	process	None	None	precipitation	precipitation Water that falls to the Earth from the sky.	Water	None	falls	None	sky [source] earth[destination]			0.0			evaporation	transpiration	False
3006	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	process	None	None	precipitation	Rain is a form of precipitation in which water falls back to earth as a liquid.	water	None	precipitation | falls back	None	None			0.111111111111			evaporation	transpiration	False
3007	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	process	None	None	precipitation	Also when the air cannot hold any more water, it precipitates.	water	None	precipitates	None	None			0.0			evaporation	transpiration	False
3008	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	process	None	None	precipitation	Precipitation is the term used to describe water (moisture) that falls from the sky.	water	None	falls | precipitation	None	sky			0.111111111111			evaporation	transpiration	False
3009	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	process	None	None	precipitation	Different forms of precipitation include: Rain is liquid water falling from the sky.	water	None	falling	None	sky			0.0			evaporation	transpiration	False
3010	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	process	None	None	precipitation	falling products of condensation of water vapour in the atmosphere, as rain, snow, or hail.	water vapour	None	falling	None	atmosphere			0.0			evaporation	transpiration	False
3011	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	process	None	None	precipitation	precipitation is any product of the condensation of atmospheric water vapour that falls under gravity.	water vapour	gravity	falls | precipitation	None	None			0.111111111111			evaporation	transpiration	False
3012	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	process	None	None	precipitation	The liquid and solid water particles that fall from clouds and reach the ground are known as precipitation	liquid solid water	None	fall | precipitation	reach the ground	clouds			0.111111111111			evaporation	transpiration	False
3013	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	condensation	Condensation is defined as the phase change from gas (vapor) to liquid.	gas	None	phase change	liquid	None						evaporation	transpiration	False
3014	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	condensation	condensation is the process in which water vapor in the air is changed into liquid water.	water vapor	None	condensation	liquid water	in the air						evaporation	transpiration	False
3015	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	condensation	Water vapour condenses to liquid water.	Water vapour	None	condenses	liquid water	None						evaporation	transpiration	False
3016	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	condensation	Water drops on the outside of a cold glass of water are condensed water.	water	None	condensed	Water drops	cold glass of water						evaporation	transpiration	False
3017	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	condensation	The water in a cloud comes from water vapor in the air that has condensed.	water vapor	None	condensed	water	None						evaporation	transpiration	False
3018	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	condensation	The condensed water molecules form liquid water droplets.	water molecules	None	condensed | form	liquid water	None						evaporation	transpiration	False
3019	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	condensation	Condensation is defined as the phase change from gas (vapor) to liquid.	gas	None	phase change	liquid	None						evaporation	transpiration	False
3020	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	condensation	condensation is the process in which water vapor in the air is changed into liquid water.	water vapor	None	condensation	liquid water	in the air						evaporation	transpiration	False
3021	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	condensation	Water vapour condenses to liquid water.	Water vapour	None	condenses	liquid water	None						evaporation	transpiration	False
3022	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	condensation	Water drops on the outside of a cold glass of water are condensed water.	water	None	condensed	Water drops	cold glass of water						evaporation	transpiration	False
3023	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	condensation	The water in a cloud comes from water vapor in the air that has condensed.	water vapor	None	condensed	water	None						evaporation	transpiration	False
3024	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	condensation	The condensed water molecules form liquid water droplets.	water molecules	None	condensed | form	liquid water	None						evaporation	transpiration	False
3025	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	condensation	Condensation is defined as the phase change from gas (vapor) to liquid.	gas	None	phase change	liquid	None						evaporation	transpiration	False
3026	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	condensation	condensation is the process in which water vapor in the air is changed into liquid water.	water vapor	None	condensation	liquid water	in the air						evaporation	transpiration	False
3027	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	condensation	Water vapour condenses to liquid water.	Water vapour	None	condenses	liquid water	None						evaporation	transpiration	False
3028	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	condensation	Water drops on the outside of a cold glass of water are condensed water.	water	None	condensed	Water drops	cold glass of water						evaporation	transpiration	False
3029	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	condensation	The water in a cloud comes from water vapor in the air that has condensed.	water vapor	None	condensed	water	None						evaporation	transpiration	False
3030	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	condensation	The condensed water molecules form liquid water droplets.	water molecules	None	condensed | form	liquid water	None						evaporation	transpiration	False
3031	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	condensation	Condensation is defined as the phase change from gas (vapor) to liquid.	gas	None	phase change	liquid	None						evaporation	transpiration	False
3032	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	condensation	condensation is the process in which water vapor in the air is changed into liquid water.	water vapor	None	condensation	liquid water	in the air						evaporation	transpiration	False
3033	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	condensation	Water vapour condenses to liquid water.	Water vapour	None	condenses	liquid water	None						evaporation	transpiration	False
3034	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	condensation	Water drops on the outside of a cold glass of water are condensed water.	water	None	condensed	Water drops	cold glass of water						evaporation	transpiration	False
3035	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	condensation	The water in a cloud comes from water vapor in the air that has condensed.	water vapor	None	condensed	water	None						evaporation	transpiration	False
3036	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	condensation	The condensed water molecules form liquid water droplets.	water molecules	None	condensed | form	liquid water	None						evaporation	transpiration	False
3037	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	process	None	None	condensation	Condensation is defined as the phase change from gas (vapor) to liquid.	gas	None	phase change	liquid	None			1.0			evaporation	transpiration	False
3038	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	process	None	None	condensation	condensation is the process in which water vapor in the air is changed into liquid water.	water vapor	None	condensation	liquid water	in the air			0.296296296296			evaporation	transpiration	False
3039	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	process	None	None	condensation	Water vapour condenses to liquid water.	Water vapour	None	condenses	liquid water	None			0.0			evaporation	transpiration	False
3040	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	process	None	None	condensation	Water drops on the outside of a cold glass of water are condensed water.	water	None	condensed	Water drops	cold glass of water			0.0			evaporation	transpiration	False
3041	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	process	None	None	condensation	The water in a cloud comes from water vapor in the air that has condensed.	water vapor	None	condensed	water	None			0.0			evaporation	transpiration	False
3042	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	process	None	None	condensation	The condensed water molecules form liquid water droplets.	water molecules	None	condensed | form	liquid water	None			3.37910899654e-06			evaporation	transpiration	False
3043	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	process	None	None	condensation	Condensation is defined as the phase change from gas (vapor) to liquid.	gas	None	phase change	liquid	None			1.0			evaporation	transpiration	False
3044	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	process	None	None	condensation	condensation is the process in which water vapor in the air is changed into liquid water.	water vapor	None	condensation	liquid water	in the air			0.296296296296			evaporation	transpiration	False
3045	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	process	None	None	condensation	Water vapour condenses to liquid water.	Water vapour	None	condenses	liquid water	None			0.0			evaporation	transpiration	False
3046	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	process	None	None	condensation	Water drops on the outside of a cold glass of water are condensed water.	water	None	condensed	Water drops	cold glass of water			0.0			evaporation	transpiration	False
3047	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	process	None	None	condensation	The water in a cloud comes from water vapor in the air that has condensed.	water vapor	None	condensed	water	None			0.0			evaporation	transpiration	False
3048	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	process	None	None	condensation	The condensed water molecules form liquid water droplets.	water molecules	None	condensed | form	liquid water	None			3.37910899654e-06			evaporation	transpiration	False
3049	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	transpiration	Most of the available water is used in transpiration to pull nutrients into the plant.	plant	water	transpiration	None	None						evaporation	transpiration	False
3050	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	transpiration	During transpiration, the plant loses water.	plant	None	transpiration	loses water	None						evaporation	transpiration	False
3051	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	transpiration	Water and its Movement Through the Plant Roughly 90% of the water that enters a plant is lost via transpiration.	Plant	None	transpiration | movement	water that enters a plant is lost	None						evaporation	transpiration	False
3052	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	transpiration	The main driving force of water uptake and transport into a plant is transpiration of water from leaves.	plant	None	transpiration | uptake	None	None						evaporation	transpiration	False
3053	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	transpiration	Part of the water cycle that involves the loss of water from plants due to evaporation.	plants	evaporation	water cycle	loss of water	None						evaporation	transpiration	False
3054	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	transpiration	Most of the available water is used in transpiration to pull nutrients into the plant.	plant	water	transpiration	None	None						evaporation	transpiration	False
3055	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	transpiration	During transpiration, the plant loses water.	plant	None	transpiration	loses water	None						evaporation	transpiration	False
3056	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	transpiration	Water and its Movement Through the Plant Roughly 90% of the water that enters a plant is lost via transpiration.	Plant	None	transpiration | movement	water that enters a plant is lost	None						evaporation	transpiration	False
3057	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	transpiration	The main driving force of water uptake and transport into a plant is transpiration of water from leaves.	plant	None	transpiration | uptake	None	None						evaporation	transpiration	False
3058	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	None	None	None	transpiration	Part of the water cycle that involves the loss of water from plants due to evaporation.	plants	evaporation	water cycle	loss of water	None						evaporation	transpiration	False
3059	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	process	None	None	transpiration	Most of the available water is used in transpiration to pull nutrients into the plant.	plant	water	transpiration	None	None			1.0			evaporation	transpiration	False
3060	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	process	None	None	transpiration	During transpiration, the plant loses water.	plant	None	transpiration	loses water	None			1.0			evaporation	transpiration	False
3061	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	process	None	None	transpiration	Water and its Movement Through the Plant Roughly 90% of the water that enters a plant is lost via transpiration.	Plant	None	transpiration | movement	water that enters a plant is lost	None			1.0			evaporation	transpiration	False
3062	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	process	None	None	transpiration	The main driving force of water uptake and transport into a plant is transpiration of water from leaves.	plant	None	transpiration | uptake	None	None			1.0			evaporation	transpiration	False
3063	After a rain, a puddle of water remains on a sidewalk. After a day of sunshine, the puddle is gone. Which process is most responsible for the disappearance of the puddle? 	None	None	process	None	None	transpiration	Part of the water cycle that involves the loss of water from plants due to evaporation.	plants	evaporation	water cycle	loss of water	None			0.0			evaporation	transpiration	False
3064	Select whether the example is a chemical change or a physical change<br/><br/>Glass breaking 	None	None	breaking	None	None	physical change	A change in the physical state of a molecule, object, wave or system.	molecule object wave system	None	change	None	None			0.0559090909091			physical change	physical change	True
3065	Select whether the example is a chemical change or a physical change<br/><br/>Glass breaking 	None	None	breaking	None	None	physical change	A physical change involves a change in physical properties	None	None	physical change	change in physical properties	None			0.026308625713499997			physical change	physical change	True
3066	Select whether the example is a chemical change or a physical change<br/><br/>Glass breaking 	None	None	breaking	None	None	physical change	Physical changes occur when objects or substances undergo a change that does not change their chemical composition	objects substances	None	physical changes	None	None			0.026308625713499997			physical change	physical change	True
3067	Select whether the example is a chemical change or a physical change<br/><br/>Glass breaking 	None	None	breaking	None	None	physical change	Physical changes are used to separate mixtures into their component compounds, but can not usually be used to separate compounds into chemical elements or simpler compounds.	None	None	physical changes	separate mixtures	None			0.026308625713499997			physical change	physical change	True
3068	Select whether the example is a chemical change or a physical change<br/><br/>Glass breaking 	None	None	breaking	None	None	physical change	Physical changes are changes affecting the form of a chemical substance, but not its chemical composition.	chemical substance	None	physical changes	None	None			0.026308625713499997			physical change	physical change	True
3069	Select whether the example is a chemical change or a physical change<br/><br/>Glass breaking 	None	None	breaking	None	None	chemical change	A change at the molecular, atomic or subcellular level in an organism.	organism	None	change	None	None			0.0559090909091			physical change	physical change	True
3070	Select whether the example is a chemical change or a physical change<br/><br/>Glass breaking 	None	None	breaking	None	None	chemical change	A chemical reaction is a process in which one or more substances are converted into other substances.	one or more substances	None	converted	other substances	None			1.05414066453e-05			physical change	physical change	True
3071	Select whether the example is a chemical change or a physical change<br/><br/>Glass breaking 	None	None	breaking	None	None	chemical change	Chemical changes occur when a substance combines with another to form a new substance, called synthesis or, alternatively, decomposes into two or more different substances	substance	None	combines | synthesis | decomposes	new substance two or more different substances	None			0.0			physical change	physical change	True
3072	Select whether the example is a chemical change or a physical change<br/><br/>Glass breaking 	None	None	breaking	None	None	chemical change	Chemical reactions are usually characterized by a chemical change, and they yield one or more products, which usually have properties different from the reactants	None	None	chemical reactions | chemical change	None	products			0.012015302711399998			physical change	physical change	True
3073	Select whether the example is a chemical change or a physical change<br/><br/>Glass breaking 	None	None	breaking	None	None	chemical change	Chemical reactions can be either spontaneous, requiring no input of energy, or non-spontaneous, typically following the input of some type of energy, such as heat, light or electricity	None	heat light electricity	chemical reactions	None	None			0.0			physical change	physical change	True
3074	When one object passes through the shadow of another it is a? 	object	of	passes through the shadow of another	None	None	eclipse	An eclipse of the Sun can only occur at New Moon when the Moon passes between Earth and Sun.	Moon	passes between Earth and Sun	eclipse of the sun	None	None	0.22437673130199998	0.0	0.317635322957			eclipse	eclipse	True
3075	When one object passes through the shadow of another it is a? 	object	of	passes through the shadow of another	None	None	eclipse	a lunar eclipse is when the earth is in between the sun and moon.	earth	is in between the sun and moon	lunar eclipse	None	None	0.150815345461	0.0	0.0			eclipse	eclipse	True
3076	When one object passes through the shadow of another it is a? 	object	of	passes through the shadow of another	None	None	eclipse	A solar eclipse is when the moon is between the sun and the earth.	moon	is between the sun and earth	solar eclipse	None	None	0.22437673130199998	0.0	0.0			eclipse	eclipse	True
3077	When one object passes through the shadow of another it is a? 	object	of	passes through the shadow of another	None	None	eclipse	An astronomical alignment in which a planetary object (for example, the Moon) comes between the Sun and another planetary object (for example, the Earth), resulting in a shadow being cast by the middle object onto the other object.	Moon		astronomical alignment	shadow	None	0.22437673130199998	0.0	0.0			eclipse	eclipse	True
3078	When one object passes through the shadow of another it is a? 	object	of	passes through the shadow of another	None	None	eclipse	The partial or complete obscuring, relative to a designated observer, of one celestial body by another.	celestial body		obscuring	None	None	1.0	0.0	0.0			eclipse	eclipse	True
3079	When one object passes through the shadow of another it is a? 	object	of	passes through the shadow of another	None	None	reflection	Only the part of the moon that is reflecting the light from the Sun is changing.	light from the Sun	moon	reflecting	None	None	0.145124716553	0.0	0.0			eclipse	eclipse	True
3080	When one object passes through the shadow of another it is a? 	object	of	passes through the shadow of another	None	None	reflection	If light or sound 'reflects' off something, it hits it and goes in a different direction.	something	light sound	reflects	goes in a different direction	None	0.0	0.0	0.0			eclipse	eclipse	True
3081	When one object passes through the shadow of another it is a? 	object	of	passes through the shadow of another	None	None	reflection	To cause to return or to throw off after striking or falling on any surface, and in accordance with certain physical laws		surface	striking | falling	return throw off	None	0.0	0.0	0.000296110941795			eclipse	eclipse	True
3082	When one object passes through the shadow of another it is a? 	object	of	passes through the shadow of another	None	None	reflection	To throw or bend back (light, for example) from a surface	light		throw | bend back	None	None	0.0196424471993	0.0	0.0030248640601700004			eclipse	eclipse	True
3083	When one object passes through the shadow of another it is a? 	object	of	passes through the shadow of another	None	None	reflection	When light interacts with matter, some of the light is transmitted, some is reflected, and some is absorbed.	light	matter	reflected	None	None	0.0196424471993	0.0	0.0			eclipse	eclipse	True
3084	The process that forms reproductive cells is called? 	cells	None	process	None	None	mitosis	There is no genetic variation produced because asexual reproduction uses mitosis as the genetic process to duplicate the genome.		asexual reproduction	mitosis	no genetic variation duplicate the genome	None	0.0		1.0			meiosis	mitosis	False
3085	The process that forms reproductive cells is called? 	cells	None	process	None	None	mitosis	Well, when mitosis is finished (cytokinesis) the structures in a plant cell are different than those in an animal cell.		None	mitosis | cytokinesis	the structures in a plant cell are different than those an animal	None	0.0		1.0			meiosis	mitosis	False
