	QUESTION	QUESTION UNDERGOER	QUESTION ENABLER	QUESTION TRIGGER	QUESTION RESULT	QUESTION UNDERSPECIFIED	ANSWER CHOICE	ANSWER SENTENCE	ANSWER UNDERGOER	ANSWER ENABLER	ANSWER TRIGGER	ANSWER RESULT	ANSWER UNDERSPECIFIED	UNDERGOER SCORE	ENABLER SCORE	TRIGGER SCORE	RESULT SCORE	UNDERSPECIFIED SCORE	CORRECT ANSWER	PREDICTED ANSWER	PREDICTION
2003	"A(n) <span class=""blank""> </span> is a modified feature that helps a plant survive in the environment. "						change	Physical changes are used to separate mixtures into their component compounds, but can not usually be used to separate compounds into chemical elements or simpler compounds.											adaptation	adaptation	True
2004	"A(n) <span class=""blank""> </span> is a modified feature that helps a plant survive in the environment. "						change	Physical changes are changes affecting the form of a chemical substance, but not its chemical composition.											adaptation	adaptation	True
2005	"When an object spins on its axis, it <span class=""blank""> </span>. "	object		spins	its axis		vibrates	In water waves, energy is transferred through the vibration of the water particles.						0.0		0.0	0.0		rotates	revolves	False
2006	"When an object spins on its axis, it <span class=""blank""> </span>. "	object		spins	its axis		vibrates	Examples of Sound Energy Sound energy is produced when an object vibrates.						0.0		0.0	0.0		rotates	revolves	False
2007	"When an object spins on its axis, it <span class=""blank""> </span>. "	object		spins	its axis		vibrates	Sound energy is formed by the vibration of an object.						0.0		0.0	0.0		rotates	revolves	False
2008	"When an object spins on its axis, it <span class=""blank""> </span>. "	object		spins	its axis		vibrates	A vibration is a fast motion back and forth such as an earthquake, sound, or the motion of a motor.			vibration			0.0		0.0	0.0		rotates	revolves	False
2009	"When an object spins on its axis, it <span class=""blank""> </span>. "	object		spins	its axis		vibrates	Vibration is a mechanical phenomenon whereby oscillations occur about an equilibrium point					about an equilibrium point	0.0		0.0	0.0		rotates	revolves	False
2010	"When an object spins on its axis, it <span class=""blank""> </span>. "	object		spins	its axis		rotates	The Earth rotates, or spins, on its axis once every 24 hours.						0.0		0.0	0.0		rotates	revolves	False
2011	"When an object spins on its axis, it <span class=""blank""> </span>. "	object		spins	its axis		rotates	move or cause to move in a circle around an axis or center.						0.0		0.0	0.0		rotates	revolves	False
2012	"When an object spins on its axis, it <span class=""blank""> </span>. "	object		spins	its axis		rotates	A rotation is a circular movement of an object around a center (or point) of rotation.			rotation			0.0		0.02	0.0		rotates	revolves	False
2013	"When an object spins on its axis, it <span class=""blank""> </span>. "	object		spins	its axis		rotates	It is the rotation of the Earth that makes the sun appear to move through the sky during the day, rising in the east and setting in the west.	rotation|sun	day|setting	move		makes the sun appear to move through the sky during the day, rising in the east and setting in the west	0.145124716553		0.275434027778	0.0		rotates	revolves	False
2014	"When an object spins on its axis, it <span class=""blank""> </span>. "	object		spins	its axis		rotates	This rotation is what results in day and night on Earth.						0.0		0.0	0.0		rotates	revolves	False
2015	"When an object spins on its axis, it <span class=""blank""> </span>. "	object		spins	its axis		revolves	Because as the moon revolves around the Earth, the Earth is moving around the sun.	moon		moving		around the Earth | around the sun	0.22437673130199998		0.275434027778	0.0		rotates	revolves	False
2016	"When an object spins on its axis, it <span class=""blank""> </span>. "	object		spins	its axis		revolves	The moon revolves around the Earth and the Earth revolves around the sun.		moon	revolves|revolves		around the Earth | around the sun	0.0		0.03125	0.0		rotates	revolves	False
2017	"When an object spins on its axis, it <span class=""blank""> </span>. "	object		spins	its axis		revolves	The moon revolves around the earth.		moon	revolves		around the earth	0.0		0.0625	0.0		rotates	revolves	False
2018	"When an object spins on its axis, it <span class=""blank""> </span>. "	object		spins	its axis		revolves	As the earth revolves around the sun.		earth	revolves		around the sun	0.0		0.0625	0.0		rotates	revolves	False
2019	"When an object spins on its axis, it <span class=""blank""> </span>. "	object		spins	its axis		revolves	The earth revolves around the sun.		earth	revolves		around the sun	0.0		0.0625	0.0		rotates	revolves	False
2020	"When an object spins on its axis, it <span class=""blank""> </span>. "	object		spins	its axis		explodes	If something explodes, it breaks apart quickly and strongly.	something		explodes	breaks		0.0		0.0	0.0		rotates	revolves	False
2021	"When an object spins on its axis, it <span class=""blank""> </span>. "	object		spins	its axis		explodes	Free energy will only cause the human population to explode even more rapidly, worsening the current problem of over-population.						0.0		0.0	0.0		rotates	revolves	False
2022	"When an object spins on its axis, it <span class=""blank""> </span>. "	object		spins	its axis		explodes	Some plants distribute their seed when their seedpods explode, flinging the seeds away from the parent plant.						0.0		0.0	0.0		rotates	revolves	False
2023	"When an object spins on its axis, it <span class=""blank""> </span>. "	object		spins	its axis		explodes	Also seeds can use the method bursting or exploding.						0.0		0.0	0.0		rotates	revolves	False
2024	"When an object spins on its axis, it <span class=""blank""> </span>. "	object		spins	its axis		explodes	There is also ballistic/mechanical dispersal, where a seed pod explodes open and flings its seeds away from the mother plant.						0.0		0.0	0.0		rotates	revolves	False
2025	Colors, patterns and shapes that disguise an animal from predators. 					from predators	migrate	Plants or go dormant, and animals alter the patterns of their lives, changing color, migrating, and even going dormant themselves.										0.0	camouflage	migrate	False
2026	Colors, patterns and shapes that disguise an animal from predators. 					from predators	migrate	Animals migrate in order to breed, grow, find food or avoid cold weather.	Animals	cold weather	migrate|breed	breed|grow|find food or avoid cold weather						0.0	camouflage	migrate	False
2027	Colors, patterns and shapes that disguise an animal from predators. 					from predators	migrate	Animals may migrate to raise their young, find the food they need, to stay warm.	Animals		migrate	food						0.0	camouflage	migrate	False
2028	Colors, patterns and shapes that disguise an animal from predators. 					from predators	migrate	Moving to a warmer climate in the cold months is another way some animals deal with changes in the weather.										0.0	camouflage	migrate	False
2029	Colors, patterns and shapes that disguise an animal from predators. 					from predators	migrate	When animals move to a warmer climate to avoid the change in seasons, we call this migration.										0.0	camouflage	migrate	False
2030	Colors, patterns and shapes that disguise an animal from predators. 					from predators	migrate	migration is the relatively long distance movement of individuals, usually on a seasonal basis	individuals		movement		seasonal					0.0	camouflage	migrate	False
2031	Colors, patterns and shapes that disguise an animal from predators. 					from predators	migrate	Migratory behavior is persistent and straightened out movement effected by the animal’s own locomotory exertions or by its active embarkation upon a vehicle										0.0	camouflage	migrate	False
2032	Colors, patterns and shapes that disguise an animal from predators. 					from predators	migrate	The definition of a migration is a movement to another place, often of a large group of people or animals.	animals		movement							0.0	camouflage	migrate	False
2033	Colors, patterns and shapes that disguise an animal from predators. 					from predators	migrate	When animals move to a warmer climate to avoid the change in seasons, we call this migration.					warmer climate					0.0	camouflage	migrate	False
2034	Colors, patterns and shapes that disguise an animal from predators. 					from predators	migrate	the periodic passage of groups of animals (especially birds or fishes) from one region to another for feeding or breeding	animals|birds|fishes		passage	region						0.0	camouflage	migrate	False
2035	Colors, patterns and shapes that disguise an animal from predators. 					from predators	migrate	food is the single most important reason that animals migrate	animals		reason							0.0	camouflage	migrate	False
2036	Colors, patterns and shapes that disguise an animal from predators. 					from predators	migrate	Animals also migrate to avoid extreme heat or cold	Animals		migrate	extreme heat or cold						0.0	camouflage	migrate	False
2037	Colors, patterns and shapes that disguise an animal from predators. 					from predators	migrate	(of an animal, typically a bird or fish) move from one region or habitat to another, especially regularly according to the seasons.			move	animal|region|habitat|another|according to|seasons	regularly					0.0	camouflage	migrate	False
2038	Colors, patterns and shapes that disguise an animal from predators. 					from predators	migrate	Migration is moving to warmer climates.										0.0	camouflage	migrate	False
2039	Colors, patterns and shapes that disguise an animal from predators. 					from predators	migrate	Many mammals, birds, fishes, insects, and other animals move from one place to another at certain times of the year.					certain times of the year					0.0	camouflage	migrate	False
2040	Colors, patterns and shapes that disguise an animal from predators. 					from predators	migrate	The seasonal movement of a complete population of animals from one area to another.	animals|area	complete	movement	to						0.0	camouflage	migrate	False
2041	Colors, patterns and shapes that disguise an animal from predators. 					from predators	migrate	The movement of one atom or more, or of a double bond, from one position to another within a molecule.	molecule	atom	movement	position to another	molecule					0.0	camouflage	migrate	False
2042	Colors, patterns and shapes that disguise an animal from predators. 					from predators	migrate	Animal migration is the relatively long-distance movement of individuals, usually on a seasonal basis.	individuals		movement							0.0	camouflage	migrate	False
2043	Colors, patterns and shapes that disguise an animal from predators. 					from predators	hibernate	Some animals hibernate for part or all of the winter.										0.0	camouflage	migrate	False
2044	Colors, patterns and shapes that disguise an animal from predators. 					from predators	hibernate	There are many animals who hibernate in winter.										0.0	camouflage	migrate	False
2045	Colors, patterns and shapes that disguise an animal from predators. 					from predators	hibernate	Most animals hibernate when it becomes too cold and it is hard to find food.										0.0	camouflage	migrate	False
2046	Colors, patterns and shapes that disguise an animal from predators. 					from predators	hibernate	Every animal hibernates in different ways.										0.0	camouflage	migrate	False
2047	Colors, patterns and shapes that disguise an animal from predators. 					from predators	hibernate	Before entering hibernation, animals need to store enough energy to last through the entire winter.					store enough energy					0.0	camouflage	migrate	False
2048	Colors, patterns and shapes that disguise an animal from predators. 					from predators	hibernate	Hibernation is going into a dormant state for the winter.										0.0	camouflage	migrate	False
2049	Colors, patterns and shapes that disguise an animal from predators. 					from predators	hibernate	When some animals prepare for the long winters by storing food and going dormant it is called hibernation.	animals	long winters	storing							0.0	camouflage	migrate	False
2050	Colors, patterns and shapes that disguise an animal from predators. 					from predators	hibernate	Hibernation is a state of inactivity and metabolic depression in endotherms										0.0	camouflage	migrate	False
2051	Colors, patterns and shapes that disguise an animal from predators. 					from predators	hibernate	Hibernation is an extended period of deep sleep, or torpor, that allows animals to survive winter extremes										0.0	camouflage	migrate	False
2052	Colors, patterns and shapes that disguise an animal from predators. 					from predators	hibernate	Hibernation is a deep sleep that helps them to save energy and survive the winter without eating much.			sleep	save energy|winter						0.0	camouflage	migrate	False
2053	Colors, patterns and shapes that disguise an animal from predators. 					from predators	hibernate	Ways that animals respond to changes in their environment, such as seasonal changes include hibernation, migration, growing thick fur, or shivering.	Ways|animals	migration|fur	respond							0.0	camouflage	migrate	False
2054	Colors, patterns and shapes that disguise an animal from predators. 					from predators	hibernate	When some animals prepare for the long winters by storing food and going dormant it is called hibernation.	animals	long winters	storing							0.0	camouflage	migrate	False
2055	Colors, patterns and shapes that disguise an animal from predators. 					from predators	hibernate	Hibernation is a state of resting (torpor) or deep sleep some animals go into to conserve energy, usually during the winter.	animals	resting|sleep|winter	conserve	energy						0.0	camouflage	migrate	False
2056	Colors, patterns and shapes that disguise an animal from predators. 					from predators	hibernate	During hibernation animals slow their metabolism to very low levels, with body temperature and breathing rates lowered, gradually using up body fat which was stored up during the warmer months during which the animal was active.										0.0	camouflage	migrate	False
2057	Colors, patterns and shapes that disguise an animal from predators. 					from predators	hibernate	Some animals hibernate (go into a deep sleep) so they can survive throughout the cold season when the weather is freezing and the food is scarce.	animals	weather	hibernate	scarce						0.0	camouflage	migrate	False
2058	Colors, patterns and shapes that disguise an animal from predators. 					from predators	hibernate	When some animals prepare for the long winters by storing food and going dormant it is called hibernation.	animals	long winters	storing							0.0	camouflage	migrate	False
2059	Colors, patterns and shapes that disguise an animal from predators. 					from predators	hibernate	to spend the winter in close quarters in a dormant condition, as bears and certain other animals.					close quarters					0.0	camouflage	migrate	False
2060	Colors, patterns and shapes that disguise an animal from predators. 					from predators	hibernate	An inactive state resembling deep sleep in which certain animals living in cold climates pass the winter.	animals		sleep	climates|winter						0.0	camouflage	migrate	False
2061	Colors, patterns and shapes that disguise an animal from predators. 					from predators	hibernate	Hibernation is a state of inactivity and metabolic depression in endotherms.										0.0	camouflage	migrate	False
2062	Colors, patterns and shapes that disguise an animal from predators. 					from predators	camouflage	Some animals use camouflage to hide from their enemies.	animals		camouflage	hide|their enemies						0.0	camouflage	migrate	False
2063	Colors, patterns and shapes that disguise an animal from predators. 					from predators	camouflage	Most animals of the open sea use at least one of these methods to camouflage themselves.										0.0	camouflage	migrate	False
2064	Colors, patterns and shapes that disguise an animal from predators. 					from predators	camouflage	Prey animals often use camouflage to hide from predators.	animals		camouflage	hide from predators						0.0	camouflage	migrate	False
2065	Colors, patterns and shapes that disguise an animal from predators. 					from predators	camouflage	There are four basic ways animals camouflage themselves.										0.0	camouflage	migrate	False
2066	Colors, patterns and shapes that disguise an animal from predators. 					from predators	camouflage	An example of animals that uses both aggressive and defensive camouflage is octopuses.	animals		camouflage	octopuses	aggressive | defensive					0.0	camouflage	migrate	False
2067	Colors, patterns and shapes that disguise an animal from predators. 					from predators	camouflage	Animals that change color or are of a color similar to their environment can camouflage themselves so that they cannot be easily seen.	Animals		change	can not be easily						0.0	camouflage	migrate	False
2068	Colors, patterns and shapes that disguise an animal from predators. 					from predators	camouflage	Camouflage is the use of any combination of materials, coloration or illumination for concealment										0.0	camouflage	migrate	False
2069	Colors, patterns and shapes that disguise an animal from predators. 					from predators	camouflage	Camouflage is an adaptation that helps many animals avoid detection by predators or prey because it allows them to blend in to their natural environments.	animals	detection|natural	adaptation	avoid|predators|blend|their|environments						0.0	camouflage	migrate	False
2070	Colors, patterns and shapes that disguise an animal from predators. 					from predators	camouflage	Structural adaptation that enables species to blend with their surroundings	species	their	adaptation	blend|surroundings						0.0	camouflage	migrate	False
2071	Colors, patterns and shapes that disguise an animal from predators. 					from predators	camouflage	A primary defense against predators throughout the animal kingdom (and against the enemy during human warfare) is to avoid detection or recognition through camouflage			camouflage							0.0	camouflage	migrate	False
2072	Colors, patterns and shapes that disguise an animal from predators. 					from predators	camouflage	Animals that change color or are of a color similar to their environment can camouflage themselves so that they cannot be easily seen.	Animals		change	can not be easily						0.0	camouflage	migrate	False
2073	Colors, patterns and shapes that disguise an animal from predators. 					from predators	camouflage	Something, that makes an animal, person, building etc. difficult for enemies to see.										0.0	camouflage	migrate	False
2074	Colors, patterns and shapes that disguise an animal from predators. 					from predators	camouflage	Camouflage is a method of avoiding detection by mimicking the surrounding environment										0.0	camouflage	migrate	False
2075	Colors, patterns and shapes that disguise an animal from predators. 					from predators	camouflage	The leopard's camouflage makes it blend in with the forest shadows.										0.0	camouflage	migrate	False
2076	Colors, patterns and shapes that disguise an animal from predators. 					from predators	camouflage	Rabbits use their white fur as camouflage in the snow.	Rabbits		camouflage		snow					0.0	camouflage	migrate	False
2077	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "						digestion	(food for them) And animals eat meat or plants and digest it to get energy.											reproduction	digestion	False
2078	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "						digestion	The digestive system breaks down the food so our body can use it.											reproduction	digestion	False
2079	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "						digestion	Animal proteins are much more digestible than those of plant sources.											reproduction	digestion	False
2080	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "						digestion	process of breaking down food into nutrients that can be absorbed by the blood	nutrients		process|breaking	breaking down food|nutrients|absorbed|blood							reproduction	digestion	False
2081	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "						digestion	the breaking down of food into molecules small enough for the body to absorb.	food|molecules		breaking								reproduction	digestion	False
2082	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "						circulation	Humans need water for circulation, respiration, and converting food to energy.											reproduction	digestion	False
2083	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "						circulation	Plants should be given enough light and air circulation to dry in no longer than 4 hours after watering.					dry						reproduction	digestion	False
2084	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "						circulation	Movement in a circle or circuit, especially the movement of blood through bodily vessels as a result of the heart's pumping action.											reproduction	digestion	False
2085	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "						circulation	Movement or passage through a system of vessels, as of water through pipes; flow.											reproduction	digestion	False
2086	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "						circulation	The movement of the blood in the blood vascular system, by which it is brought into close relations with almost every living elementary constituent.	blood|blood|living	system|close relations|constituent	movement								reproduction	digestion	False
2087	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "						reproduction	A more stringent definition is agamogenesis which is reproduction without the fusion of gametes					without the fusion of gametes						reproduction	digestion	False
2088	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "						reproduction	Asexual reproduction is the primary form of reproduction for single-celled organisms such as the archaea, bacteria, and protists	bacteria|protists		reproduction	single-celled organisms|the archaea|and							reproduction	digestion	False
2089	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "						reproduction	Asexual reproduction is a mode of reproduction by which offspring arise from a single organism, and inherit the genes of that parent only	offspring|single organism		reproduction|inherit	from a|the genes of|parent							reproduction	digestion	False
2090	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "						reproduction	reproduction that involves a single parent and results in offspring that are all genetically identical to the parent	single parent and|genetically		reproduction	that|results in offspring|all|identical to|parent							reproduction	digestion	False
2091	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "						reproduction	The generation of offspring from a single parent that occurs without the fusion of gametes (by budding, division of a single cell, or division of the entire organism into two or more parts).	gametes|organism	single parent|gametes|cell	generation|budding	offspring|single cell|division|entire organism|two|parts	occurs without the fusion of gametes						reproduction	digestion	False
2092	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "						reproduction	They can grow, take in nutrients, breathe, reproduce, eliminate waste, and die.											reproduction	digestion	False
2093	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "						reproduction	Plants reproduce by producing flowers and fruits that have seeds.	Plants		reproduce	flowers|fruits							reproduction	digestion	False
2094	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "						reproduction	Reproduction is the process by which a living organism creates a likeness of itself.											reproduction	digestion	False
2095	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "						reproduction	to produce one or more other individuals of (a given kind of organism)by some process of generation or propagation, sexual or asexual.											reproduction	digestion	False
2096	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "						reproduction	is the biological process by which new individual organisms, offsprings, are produced from their parents.			produced	organisms							reproduction	digestion	False
2097	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "						reproduction	Food All living things need food (for energy) to grow and reproduce.											reproduction	digestion	False
2098	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "						reproduction	Parts of Plants Flowers and fruits are the parts of plants that are for reproduction.	Parts|Plants|fruits|parts|plants		reproduction								reproduction	digestion	False
2099	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "						reproduction	Animals and Plants need energy for growth and reproduction.											reproduction	digestion	False
2100	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "						reproduction	au Animals and Plants need energy for growth and reproduction.											reproduction	digestion	False
2101	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "						reproduction	Humans, animals and plants reproduce their own kind.											reproduction	digestion	False
2102	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "						reproduction	Plants reproduce by producing flowers and fruits that have seeds.	Plants		reproduce	flowers|fruits							reproduction	digestion	False
2103	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "						reproduction	When an organism has an offspring (baby) it is called reproduction.	organism		reproduction	offspring							reproduction	digestion	False
2104	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "						reproduction	A seed growing into a plant is a form of reproduction.											reproduction	digestion	False
2105	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "						reproduction	Plants reproduce by forming seeds from the male (pollen) and female (eggs) cells found in the flower.	Plants		reproduce	seeds|eggs|cells							reproduction	digestion	False
2106	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "						reproduction	Reproduction (or procreation) is the biological process by which new individual organisms, offspring, are produced from their parents.		parents	produced	new individual organisms							reproduction	digestion	False
2107	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "						reproduction	A type of reproduction in which two parents give rise to offspring that have unique combinations of genes inherited from the gametes of the parents.	offspring|genes	parents	inherited								reproduction	digestion	False
2108	"Through <span class=""blank""> </span> human beings are able to produce new human beings. "						reproduction	type of reproduction that involves the fertilization of gametes produced by two parents and produces genetically variable offspring	parents		type	gametes|variable offspring							reproduction	digestion	False
2109	The process of planting different crops on the same land in different years to help in adding nutrients back in the soil 	crops		planting	same|help|nutrients	in different years	terracing	A terrace is an earthen embankment, ridge or ridge-and-channel built across a slope (on the contour) to intercept runoff water and reduce soil erosion.						0.0		0.0	0.0	0.0	crop rotation	terracing	False
2110	The process of planting different crops on the same land in different years to help in adding nutrients back in the soil 	crops		planting	same|help|nutrients	in different years	terracing	In agriculture, a terrace is a piece of sloped plane that has been cut into a series of successively receding flat surfaces or platforms, which resemble steps, for the purposes of more effective farming						0.0		0.0	0.0	0.0	crop rotation	terracing	False
2111	The process of planting different crops on the same land in different years to help in adding nutrients back in the soil 	crops		planting	same|help|nutrients	in different years	terracing	method of growing crops on sides of hills or mountains by planting on graduated terraces built into the slope	crops		method	terraces		1.0		0.0	0.0	0.0	crop rotation	terracing	False
2112	The process of planting different crops on the same land in different years to help in adding nutrients back in the soil 	crops		planting	same|help|nutrients	in different years	terracing	Terraced fields both decrease erosion and surface runoff, and may be used to support growing crops that require irrigation, such as rice.						0.0		0.0	0.0	0.0	crop rotation	terracing	False
2113	The process of planting different crops on the same land in different years to help in adding nutrients back in the soil 	crops		planting	same|help|nutrients	in different years	terracing	Though labour-intensive, the method has been employed effectively to maximize arable land area in variable terrains and to reduce soil erosion and water loss.						0.0		0.0	0.0	0.0	crop rotation	terracing	False
2114	The process of planting different crops on the same land in different years to help in adding nutrients back in the soil 	crops		planting	same|help|nutrients	in different years	contour plowing	Contour plowing forms ridges, slows the water flow and helps save precious topsoil.						0.0		0.0	0.0	0.0	crop rotation	terracing	False
2115	The process of planting different crops on the same land in different years to help in adding nutrients back in the soil 	crops		planting	same|help|nutrients	in different years	contour plowing	Contour plowing or contour farming or Contour bunding is the farming practice of plowing and/or planting across a slope following its elevation contour lines.			plowing			0.0		0.0	0.0	0.0	crop rotation	terracing	False
2116	The process of planting different crops on the same land in different years to help in adding nutrients back in the soil 	crops		planting	same|help|nutrients	in different years	contour plowing	Contour plowing was a method of plowing furrows that follow the curves of the land rather than straight up and down slopes.			plowing|plowing			0.0		0.0	0.0	0.0	crop rotation	terracing	False
2117	The process of planting different crops on the same land in different years to help in adding nutrients back in the soil 	crops		planting	same|help|nutrients	in different years	contour plowing	The water break also allows more time for the water to settle into the soil.						0.0		0.0	0.0	0.0	crop rotation	terracing	False
2118	The process of planting different crops on the same land in different years to help in adding nutrients back in the soil 	crops		planting	same|help|nutrients	in different years	contour plowing	Tilling the soil along the gentle slopes of a piece of cropland, instead of up and down the gradient, prevents fertile topsoil from being carried downhill by flowing rainwater.		slopes|piece|gradient|rainwater	Tilling	soil|cropland|fertile|flowing		0.0		0.0	0.0	0.0	crop rotation	terracing	False
2119	The process of planting different crops on the same land in different years to help in adding nutrients back in the soil 	crops		planting	same|help|nutrients	in different years	crop rotation	A traditional element of crop rotation is the replenishment of nitrogen through the use of green manure in sequence with cereals and other crops						0.0		0.0	0.0	0.0	crop rotation	terracing	False
2120	The process of planting different crops on the same land in different years to help in adding nutrients back in the soil 	crops		planting	same|help|nutrients	in different years	crop rotation	Crop rotation is a systematic approach to deciding which crop to plant where in your vegetable garden from one year to the next.						0.0		0.0	0.0	0.0	crop rotation	terracing	False
2121	The process of planting different crops on the same land in different years to help in adding nutrients back in the soil 	crops		planting	same|help|nutrients	in different years	crop rotation	Crop rotation is the practice of growing a series of dissimilar/different types of crops in the same area in sequential seasons.	seasons	series|types|area	Crop|growing	series|crops		0.0		0.00127551020408	0.0	0.0	crop rotation	terracing	False
2122	The process of planting different crops on the same land in different years to help in adding nutrients back in the soil 	crops		planting	same|help|nutrients	in different years	crop rotation	In farming, 'crop rotation' is the when the same land is used to grow different crops season after season.						0.0		0.0	0.0	0.0	crop rotation	terracing	False
2123	The process of planting different crops on the same land in different years to help in adding nutrients back in the soil 	crops		planting	same|help|nutrients	in different years	crop rotation	The practice of planting nonlegumes one year and legumes in alternating years to restore concentrations of fixed nitrogen in the soil.						0.0		0.0	0.0	0.0	crop rotation	terracing	False
2124	The process of planting different crops on the same land in different years to help in adding nutrients back in the soil 	crops		planting	same|help|nutrients	in different years	fertilization	animals eat plants, animals poop and fertilize plants.						0.0		0.0	0.0	0.0	crop rotation	terracing	False
2125	The process of planting different crops on the same land in different years to help in adding nutrients back in the soil 	crops		planting	same|help|nutrients	in different years	fertilization	Water and fertilize your plants as needed.	plants		fertilize			0.00127551020408		0.0	0.0	0.0	crop rotation	terracing	False
2126	The process of planting different crops on the same land in different years to help in adding nutrients back in the soil 	crops		planting	same|help|nutrients	in different years	fertilization	Plants can fertilize themselves: called self-fertilization.						0.0		0.0	0.0	0.0	crop rotation	terracing	False
2127	The process of planting different crops on the same land in different years to help in adding nutrients back in the soil 	crops		planting	same|help|nutrients	in different years	fertilization	The act or process of applying a fertilizer.			applying			0.0		0.0	0.0	0.0	crop rotation	terracing	False
2128	The process of planting different crops on the same land in different years to help in adding nutrients back in the soil 	crops		planting	same|help|nutrients	in different years	fertilization	The act or process of initiating biological reproduction by insemination or pollination.						0.0		0.0	0.0	0.0	crop rotation	terracing	False
2129	The process of breaking down rocks into smaller particles is called: 	rocks		breaking	particles		sedimentation	The gradual accumulation of materials at the bottom of a body of water.	materials		gradual accumulation		at the bottom of a body of water	0.0168038408779		0.0	0.0		weathering	sedimentation	False
2130	The process of breaking down rocks into smaller particles is called: 	rocks		breaking	particles		erosion	Water flow kept eroding the banks over an incredibly long period of time.						0.0		0.0	0.0		weathering	sedimentation	False
2131	The process of breaking down rocks into smaller particles is called: 	rocks		breaking	particles		erosion	The warm air gradually erodes the cold air.						0.0		0.0	0.0		weathering	sedimentation	False
2132	The process of breaking down rocks into smaller particles is called: 	rocks		breaking	particles		erosion	The sea transports the material it has eroded and deposits it in places where the water is calm.						0.0		0.0	0.0		weathering	sedimentation	False
2133	The process of breaking down rocks into smaller particles is called: 	rocks		breaking	particles		erosion	Flowing water erodes or deposits particles depending on how fast the water is moving and how big the particles are.	particles	Flowing water|water	erodes			0.0		0.0	0.0		weathering	sedimentation	False
2134	The process of breaking down rocks into smaller particles is called: 	rocks		breaking	particles		erosion	Erosion is the process by which soil and or other Earth materials are moved from one place to another.	soil|Earth materials		moved			0.005286688277319999		0.00470315398887	0.0		weathering	sedimentation	False
2135	The process of breaking down rocks into smaller particles is called: 	rocks		breaking	particles		erosion	movement of sand along a beach by wave action		wave action	movement			0.0		0.0016	0.0		weathering	sedimentation	False
2136	The process of breaking down rocks into smaller particles is called: 	rocks		breaking	particles		erosion	Erosion involves moving pieces from one location to another.						0.0		0.0	0.0		weathering	sedimentation	False
2137	The process of breaking down rocks into smaller particles is called: 	rocks		breaking	particles		erosion	The process by which soil and rock is removed from one area of the Earth through natural causes such as wind, water, and ice and transported elsewhere is called erosion.						0.0		0.0	0.0		weathering	sedimentation	False
2138	The process of breaking down rocks into smaller particles is called: 	rocks		breaking	particles		erosion	erosion is the action of exogenic processes (such as water flow or wind) which remove soil and rock from one location on the Earth's crust, then transport it to another location where it is deposited.						0.0		0.0	0.0		weathering	sedimentation	False
2139	The process of breaking down rocks into smaller particles is called: 	rocks		breaking	particles		weathering	Solar energy warms the Earth, causes wind and weather, and sustains plant and animal life.						0.0		0.0	0.0		weathering	sedimentation	False
2140	The process of breaking down rocks into smaller particles is called: 	rocks		breaking	particles		weathering	Water, ice, acids, salt, plants, animals, and changes in temperature are all agents of weathering.	animals	Water	weathering			0.0		0.0	0.0		weathering	sedimentation	False
2141	The process of breaking down rocks into smaller particles is called: 	rocks		breaking	particles		weathering	On the surface of the Earth, water is important in both chemical and physical weathering processes.					surface of the earth[location]	0.0		0.0	0.0		weathering	sedimentation	False
2142	The process of breaking down rocks into smaller particles is called: 	rocks		breaking	particles		weathering	Chemical weathering involves reactions between air and water and minerals in rocks.		rocks	Chemical			0.0		0.0	0.0		weathering	sedimentation	False
2143	The process of breaking down rocks into smaller particles is called: 	rocks		breaking	particles		weathering	The gradual wearing away or eroding of rocks at the earth's surface.					at the earth's surface	0.0		0.0	0.0		weathering	sedimentation	False
