	ANSWER_CHOICE	A_DIRECTION	A_ENABLER	A_LOCATION	A_MEDIUM	A_RESULT	A_SOURCE	A_TARGET	A_THEME	A_TRIGGER	A_UNDERGOER	CORRECT_ANSWER	DIRECTION_SCORE	ENABLER_SCORE	LOCATION_SCORE	MEDIUM_SCORE	PREDICTED_ANSWER	PREDICTION	QUESTION	Q_DIRECTION	Q_ENABLER	Q_LOCATION	Q_MEDIUM	Q_RESULT	Q_SOURCE	Q_TARGET	Q_THEME	Q_TRIGGER	Q_UNDERGOER	RESULT_SCORE	SOURCE_SCORE	TARGET_SCORE	THEME_SCORE	TRIGGER_SCORE	UNDERGOER_SCORE
1349	photosynthesis									does photosynthesis	A plant	grafting					germinating	False	What process ends with a new and improved plant? 					new and improved plant											
1350	photosynthesis					get their energy to grow				photosynthesis	Plants	grafting					germinating	False	What process ends with a new and improved plant? 					new and improved plant						0.0					
1351	grafting					plants that have roots				grafted	Stems	grafting					germinating	False	What process ends with a new and improved plant? 					new and improved plant						0.29313648490899996					
1352	grafting					new branches				grafted	Axillary buds	grafting					germinating	False	What process ends with a new and improved plant? 					new and improved plant						0.421867862026					
1353	grafting									grafted	trees	grafting					germinating	False	What process ends with a new and improved plant? 					new and improved plant											
1354	sublimation					water vapor				sublimation	ice	evaporation					evaporation	True	The process of changing from a liquid state to a gas state 					gas state				process of changing	liquid state	0.45003958904299995				0.0	0.375084802322
1355	sublimation					water vapor				transition | sublimation	ice	evaporation					evaporation	True	The process of changing from a liquid state to a gas state 					gas state				process of changing	liquid state	0.45003958904299995				0.0	0.375084802322
1356	sublimation					gas				sublimation	solid	evaporation					evaporation	True	The process of changing from a liquid state to a gas state 					gas state				process of changing	liquid state	1.0				0.0	0.00524253298587
1357	sublimation									sublimation		evaporation					evaporation	True	The process of changing from a liquid state to a gas state 					gas state				process of changing	liquid state					0.0	
1358	sublimation					solid				changed	gas	evaporation					evaporation	True	The process of changing from a liquid state to a gas state 					gas state				process of changing	liquid state	0.00561781643516				0.0	0.0165356692123
1359	condensation					liquid				phase change	gas	evaporation					evaporation	True	The process of changing from a liquid state to a gas state 					gas state				process of changing	liquid state	0.0453782623959				0.0	0.0165356692123
1360	condensation					liquid water				condensation	water vapor	evaporation					evaporation	True	The process of changing from a liquid state to a gas state 					gas state				process of changing	liquid state	0.0453782623959				0.0	0.39697714107199994
1361	condensation					liquid water				condenses	water vapour	evaporation					evaporation	True	The process of changing from a liquid state to a gas state 					gas state				process of changing	liquid state	0.0453782623959				0.0	0.39697714107199994
1362	condensation					water drops				condensed	water	evaporation					evaporation	True	The process of changing from a liquid state to a gas state 					gas state				process of changing	liquid state	0.0				0.0	0.0777664387093
1363	condensation					water				condensed	water vapor	evaporation					evaporation	True	The process of changing from a liquid state to a gas state 					gas state				process of changing	liquid state	0.0				0.0	0.39697714107199994
1364	condensation					liquid water				condensed | form	water molecules	evaporation					evaporation	True	The process of changing from a liquid state to a gas state 					gas state				process of changing	liquid state	0.0453782623959				0.0	0.0777664387093
1365	evaporation					clouds				evaporation	water	evaporation					evaporation	True	The process of changing from a liquid state to a gas state 					gas state				process of changing	liquid state	0.000823980319146				0.0	0.0777664387093
1366	evaporation									evaporate 	oils	evaporation					evaporation	True	The process of changing from a liquid state to a gas state 					gas state				process of changing	liquid state					0.0	0.0
1367	evaporation									evaporation | extracting	moisture	evaporation					evaporation	True	The process of changing from a liquid state to a gas state 					gas state				process of changing	liquid state					0.0	0.476966825766
1368	evaporation					one state to another				evaporation | changes	matter	evaporation					evaporation	True	The process of changing from a liquid state to a gas state 					gas state				process of changing	liquid state	0.45504313124799994				0.0	0.39889196675899996
1369	evaporation					gaseous state | vapor				evaporation | changing	water | liquid state	evaporation					evaporation	True	The process of changing from a liquid state to a gas state 					gas state				process of changing	liquid state	0.9069162245569999				0.0	1.0
1370	evaporation					gaseous phase				evaporation | vaporization	liquid	evaporation					evaporation	True	The process of changing from a liquid state to a gas state 					gas state				process of changing	liquid state	0.023137045024099998				0.0	1.0
1371	evaporation		increase in temperature and/or pressure			gaseous state				process | changing | evaporation	substance | liquid state	evaporation					evaporation	True	The process of changing from a liquid state to a gas state 					gas state				process of changing	liquid state	0.45504313124799994				0.0	1.0
1372	evaporation					gas				evaporation | changes	matter | liquid	evaporation					evaporation	True	The process of changing from a liquid state to a gas state 					gas state				process of changing	liquid state	1.0				0.0	0.557002715682
1373	evaporation					water vapor				changing | evaporation	liquid water	evaporation					evaporation	True	The process of changing from a liquid state to a gas state 					gas state				process of changing	liquid state	0.45003958904299995				0.0	0.5753548281440001
1374	evaporation		energy of the sun							evaporated	surface water	evaporation					evaporation	True	The process of changing from a liquid state to a gas state 					gas state				process of changing	liquid state					0.0	0.0777664387093
1375	evaporation		temperature below the boiling point			vapor				change	liquid	evaporation					evaporation	True	The process of changing from a liquid state to a gas state 					gas state				process of changing	liquid state	0.45003958904299995				0.0	1.0
1376	evaporation					water vapor				change of state | evaporation	water	evaporation					evaporation	True	The process of changing from a liquid state to a gas state 					gas state				process of changing	liquid state	0.45003958904299995				0.0	0.0777664387093
1377	evaporation		heat			gas				changing	liquid	evaporation					evaporation	True	The process of changing from a liquid state to a gas state 					gas state				process of changing	liquid state	1.0				0.0	1.0
1378	evaporation		energy from the sun			water vapor				change | evaporate	liquid water	evaporation					evaporation	True	The process of changing from a liquid state to a gas state 					gas state				process of changing	liquid state	0.45003958904299995				0.0	0.5753548281440001
1379	evaporation					water vapor				process | evaporation | changing	liquid water	evaporation					evaporation	True	The process of changing from a liquid state to a gas state 					gas state				process of changing	liquid state	0.45003958904299995				0.0	0.5753548281440001
1380	evaporation					water vapor				evaporated	water	evaporation					evaporation	True	The process of changing from a liquid state to a gas state 					gas state				process of changing	liquid state	0.45003958904299995				0.0	0.0777664387093
1381	evaporation					water vapor				evaporates	water	evaporation					evaporation	True	The process of changing from a liquid state to a gas state 					gas state				process of changing	liquid state	0.45003958904299995				0.0	0.0777664387093
1382	evaporation									evaporation	water	evaporation					evaporation	True	The process of changing from a liquid state to a gas state 					gas state				process of changing	liquid state					0.0	0.0777664387093
1383	migrate									migrating	animals	reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species						1.0
1384	migrate					breed | grow | find food | avoid cold weather				migrate	Animals	reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species	0.0					1.0
1385	migrate					to raise their young | find the food they need | to stay warm				migrate	Animals	reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species	0.0					1.0
1386	migrate		cold months | changes in the weather							moving	animals	reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species						1.0
1387	migrate		change in seasons							move | migration	animals	reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species						1.0
1388	migrate									long distance movement | migration	individuals	reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species						2.31139053254e-05
1389	migrate		locomotory exertions | active embarkation							movement	animal	reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species						1.0
1390	migrate									movement to another place	people | animals	reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species						0.567980626726
1391	migrate		avoid the change in seasons							move | migration	animals	reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species						1.0
1392	migrate		for feeding or breeding			from one region to another				periodic passage	animals | birds | fishes	reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species	0.0					0.331209798951
1393	migrate		food							migrate	animals	reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species						1.0
1394	migrate		avoid extreme heat or cold							migrate	animals	reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species						1.0
1395	migrate		seasons			one region or habitat to another				move	animal | bird | fish	reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species	0.0					0.331209798951
1396	migrate									moving		reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species						
1397	migrate					one place to another				move	mammals | birds | fishes | insects | animals	reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species	0.0					0.235417582819
1398	migrate					from one area to another				seasonal movement	animals	reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species	0.0					1.0
1399	migrate					from one position to another				movement	atom | double bond	reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species	0.0					0.0
1400	migrate									movement | migration	animal	reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species						1.0
1401	reproduce									reproduce		reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species						
1402	reproduce					flowers | fruits				reproduce	plants	reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species	0.0					1.0
1403	reproduce					likeness of itself				creates	organism	reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species	0.0					1.0
1404	reproduce		process of generation | propagation			individuals				produce	organism	reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species	0.0					1.0
1405	reproduce					new individual organisms | offsprings				process | produced		reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species	0.0					
1406	reproduce		food							reproduce	all living things	reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species						0.28566540489799996
1407	reproduce		flowers and fruits							reproduction	plants	reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species						1.0
1408	reproduce		energy							reproduction	animals and plants	reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species						1.0
1409	reproduce					their own kind				reproduce	humans, animals and plants	reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species	0.0					0.7430293496279999
1410	reproduce					flowers and fruits				reproduce |  producing	plants	reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species	0.0					1.0
1411	reproduce					offspring				reproduction	organism	reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species	0.0					1.0
1412	reproduce					plant				reproduction	seed	reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species	0.0					0.0
1413	reproduce		male (pollen) and female (eggs)			seeds				forming	plants	reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species	0.0					1.0
1414	reproduce					individual organisms				produced | biological process		reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species	0.0					
1415	make food		chlorophyll			food				process | make	plants	reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species	0.0					1.0
1416	make food					food				make	plants	reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species	0.0					1.0
1417	make food					food				makes	primary producer	reproduce					make food	False	Which of the following must all plant and animal species do in order for each species to survive? 					survive					all plant and animal species	0.0					0.0
1418	erosion		water flow							eroding	the banks	weathering		0.0			weathering	True	The process of wearing away rocks by natural means is called 		natural means							process of wearing away	rocks					0.0	0.0
1419	erosion		warm air							gradually erodes	cold air	weathering		0.0			weathering	True	The process of wearing away rocks by natural means is called 		natural means							process of wearing away	rocks					0.0	0.0
1420	erosion		the sea							eroded	material	weathering		0.0			weathering	True	The process of wearing away rocks by natural means is called 		natural means							process of wearing away	rocks					0.0	0.0168038408779
1421	erosion		flowing water							erodes	particles	weathering		0.0			weathering	True	The process of wearing away rocks by natural means is called 		natural means							process of wearing away	rocks					0.0	0.0
1422	erosion					moved from one place to another				process	soil | materials	weathering					weathering	True	The process of wearing away rocks by natural means is called 		natural means							process of wearing away	rocks					0.0	0.00785448305713
1423	erosion		wave action			movement					sand	weathering		0.0			weathering	True	The process of wearing away rocks by natural means is called 		natural means							process of wearing away	rocks						0.0
1424	erosion					from one location to another				moving	pieces	weathering					weathering	True	The process of wearing away rocks by natural means is called 		natural means							process of wearing away	rocks					0.0	0.0
1425	erosion		wind | water |ice			transported elsewhere				process| removed	soil | rock 	weathering		0.0			weathering	True	The process of wearing away rocks by natural means is called 		natural means							process of wearing away	rocks					0.0	1.0
1426	erosion					transport it to another location				exogenic processes	soil | rock	weathering					weathering	True	The process of wearing away rocks by natural means is called 		natural means							process of wearing away	rocks					0.0	1.0
1427	weathering		rocks			sediments | clays | soils | substances				broken down | weathering	earth	weathering		0.0			weathering	True	The process of wearing away rocks by natural means is called 		natural means							process of wearing away	rocks					0.0	0.0
1428	weathering		water | ice | acids | salt | plants| animals | temperature							weathering		weathering		0.0			weathering	True	The process of wearing away rocks by natural means is called 		natural means							process of wearing away	rocks					0.0	
1429	weathering		water							physical weathering processes		weathering		0.0			weathering	True	The process of wearing away rocks by natural means is called 		natural means							process of wearing away	rocks					0.0	
1430	weathering		reactions between air and water and minerals							chemical weathering	rocks	weathering		0.0			weathering	True	The process of wearing away rocks by natural means is called 		natural means							process of wearing away	rocks					0.0	1.0
1431	weathering									wearing away or eroding	rocks	weathering					weathering	True	The process of wearing away rocks by natural means is called 		natural means							process of wearing away	rocks					0.0	1.0
1432	carbon cycle					Earth capable of sustaining life						carbon cycle					carbon cycle	True	The continuous transfer of carbon between the atmosphere and organisms 									continuous transfer	carbon						
1433	carbon cycle										carbon	carbon cycle					carbon cycle	True	The continuous transfer of carbon between the atmosphere and organisms 									continuous transfer	carbon						1.0
1434	carbon cycle					recycled and reused throughout the biosphere				movement	carbon	carbon cycle					carbon cycle	True	The continuous transfer of carbon between the atmosphere and organisms 									continuous transfer	carbon					0.140625	1.0
1435	carbon cycle					recycled and reused throughout the biosphere and all of its organisms				cycles	carbon	carbon cycle					carbon cycle	True	The continuous transfer of carbon between the atmosphere and organisms 									continuous transfer	carbon					0.0	1.0
1436	carbon cycle									carbon cycle | exchanged	carbon	carbon cycle					carbon cycle	True	The continuous transfer of carbon between the atmosphere and organisms 									continuous transfer	carbon					0.0430068196731	1.0
1437	nitrogen cycle		biotic | abiotic components							recycled	nitrogen	carbon cycle					carbon cycle	True	The continuous transfer of carbon between the atmosphere and organisms 									continuous transfer	carbon					0.0	0.0
1438	nitrogen cycle		soil bacteria			compounds				natural process	nitrogen	carbon cycle					carbon cycle	True	The continuous transfer of carbon between the atmosphere and organisms 									continuous transfer	carbon					0.0	0.0
1439	nitrogen cycle					converted between its various chemical forms				process	nitrogen	carbon cycle					carbon cycle	True	The continuous transfer of carbon between the atmosphere and organisms 									continuous transfer	carbon					0.0	0.0
1440	erosion		water flow							eroding	the banks	erosion					erosion	True	What is the process that moves pieces of rock and soil? 									process | moves	pieces of rock and soil					0.0	0.0
1441	erosion		warm air							gradually erodes	cold air	erosion					erosion	True	What is the process that moves pieces of rock and soil? 									process | moves	pieces of rock and soil					0.0	0.0
1442	erosion		the sea							eroded	material	erosion					erosion	True	What is the process that moves pieces of rock and soil? 									process | moves	pieces of rock and soil					0.0	0.0228501892915
1443	erosion		flowing water							erodes	particles	erosion					erosion	True	What is the process that moves pieces of rock and soil? 									process | moves	pieces of rock and soil					0.0	0.0
1444	erosion					moved from one place to another				process	soil | materials	erosion					erosion	True	What is the process that moves pieces of rock and soil? 									process | moves	pieces of rock and soil					0.0	0.335031111501
1445	erosion		wave action			movement					sand	erosion					erosion	True	What is the process that moves pieces of rock and soil? 									process | moves	pieces of rock and soil						0.0903841019723
1446	erosion					from one location to another				moving	pieces	erosion					erosion	True	What is the process that moves pieces of rock and soil? 									process | moves	pieces of rock and soil					1.0	1.0
1447	erosion		wind | water |ice			transported elsewhere				process| removed	soil | rock 	erosion					erosion	True	What is the process that moves pieces of rock and soil? 									process | moves	pieces of rock and soil					0.00033057851239700004	1.0
1448	erosion					transport it to another location				exogenic processes	soil | rock	erosion					erosion	True	What is the process that moves pieces of rock and soil? 									process | moves	pieces of rock and soil					0.012396694214899999	1.0
1449	weathering		rocks			sediments | clays | soils | substances				broken down | weathering	earth	erosion					erosion	True	What is the process that moves pieces of rock and soil? 									process | moves	pieces of rock and soil					0.015625	0.220717679206
1450	weathering		water | ice | acids | salt | plants| animals | temperature							weathering		erosion					erosion	True	What is the process that moves pieces of rock and soil? 									process | moves	pieces of rock and soil					0.015625	
1451	weathering		water							physical weathering processes		erosion					erosion	True	What is the process that moves pieces of rock and soil? 									process | moves	pieces of rock and soil					0.015625	
1452	weathering		reactions between air and water and minerals							chemical weathering	rocks	erosion					erosion	True	What is the process that moves pieces of rock and soil? 									process | moves	pieces of rock and soil					0.015625	1.0
1453	weathering									wearing away or eroding	rocks	erosion					erosion	True	What is the process that moves pieces of rock and soil? 									process | moves	pieces of rock and soil					0.0	1.0
1454	condensation					liquid				phase change	gas	precipitation					precipitation	True	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 									fall back to the earth	droplets of water | rain, snow, sleet, or hail					0.0959321584783	0.0
1455	condensation					liquid water				condensation	water vapor	precipitation					precipitation	True	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 									fall back to the earth	droplets of water | rain, snow, sleet, or hail					0.0	0.193163189393
1456	condensation					liquid water				condenses	water vapour	precipitation					precipitation	True	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 									fall back to the earth	droplets of water | rain, snow, sleet, or hail					0.0	0.373824194697
1457	condensation					water drops				condensed	water	precipitation					precipitation	True	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 									fall back to the earth	droplets of water | rain, snow, sleet, or hail					0.0	1.0
1458	condensation					water				condensed	water vapor	precipitation					precipitation	True	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 									fall back to the earth	droplets of water | rain, snow, sleet, or hail					0.0	0.193163189393
1459	condensation					liquid water				condensed | form	water molecules	precipitation					precipitation	True	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 									fall back to the earth	droplets of water | rain, snow, sleet, or hail					0.0	0.38899467483499994
1460	precipitation									precipitation | falling	water	precipitation					precipitation	True	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 									fall back to the earth	droplets of water | rain, snow, sleet, or hail					0.37071702091700004	1.0
1461	precipitation									precipitation		precipitation					precipitation	True	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 									fall back to the earth	droplets of water | rain, snow, sleet, or hail					0.006848244191010001	
1462	precipitation									falls	water	precipitation					precipitation	True	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 									fall back to the earth	droplets of water | rain, snow, sleet, or hail					1.0	1.0
1463	precipitation									precipitation | falls back	water	precipitation					precipitation	True	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 									fall back to the earth	droplets of water | rain, snow, sleet, or hail					0.516682564262	1.0
1464	precipitation									precipitates	water	precipitation					precipitation	True	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 									fall back to the earth	droplets of water | rain, snow, sleet, or hail					0.00036880636995399995	1.0
1465	precipitation									falls | precipitation	water	precipitation					precipitation	True	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 									fall back to the earth	droplets of water | rain, snow, sleet, or hail					0.37071702091700004	1.0
1466	precipitation									falling	water	precipitation					precipitation	True	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 									fall back to the earth	droplets of water | rain, snow, sleet, or hail					1.0	1.0
1467	precipitation									falling	water vapour	precipitation					precipitation	True	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 									fall back to the earth	droplets of water | rain, snow, sleet, or hail					1.0	0.373824194697
1468	precipitation		gravity							falls | precipitation	water vapour	precipitation					precipitation	True	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 									fall back to the earth	droplets of water | rain, snow, sleet, or hail					0.37071702091700004	0.373824194697
1469	precipitation					reach the ground				fall | precipitation	liquid | solid water	precipitation					precipitation	True	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 									fall back to the earth	droplets of water | rain, snow, sleet, or hail					0.37071702091700004	0.520459354271
1470	evaporation					clouds				evaporation	water	precipitation					precipitation	True	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 									fall back to the earth	droplets of water | rain, snow, sleet, or hail					0.0	1.0
1471	evaporation									evaporate 	oils	precipitation					precipitation	True	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 									fall back to the earth	droplets of water | rain, snow, sleet, or hail					0.006848244191010001	0.0
1472	evaporation									evaporation | extracting	moisture	precipitation					precipitation	True	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 									fall back to the earth	droplets of water | rain, snow, sleet, or hail					0.0	0.0
1473	evaporation					one state to another				evaporation | changes	matter	precipitation					precipitation	True	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 									fall back to the earth	droplets of water | rain, snow, sleet, or hail					0.0718766616497	0.14415625268100002
1474	evaporation					gaseous state | vapor				evaporation | changing	water | liquid state	precipitation					precipitation	True	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 									fall back to the earth	droplets of water | rain, snow, sleet, or hail					0.0718766616497	0.595505497823
1475	evaporation					gaseous phase				evaporation | vaporization	liquid	precipitation					precipitation	True	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 									fall back to the earth	droplets of water | rain, snow, sleet, or hail					0.0	0.651919101004
1476	evaporation		increase in temperature and/or pressure			gaseous state				process | changing | evaporation	substance | liquid state	precipitation					precipitation	True	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 									fall back to the earth	droplets of water | rain, snow, sleet, or hail					0.0718766616497	0.31953042333
1477	evaporation					gas				evaporation | changes	matter | liquid	precipitation					precipitation	True	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 									fall back to the earth	droplets of water | rain, snow, sleet, or hail					0.0718766616497	0.366770101205
1478	evaporation					water vapor				changing | evaporation	liquid water	precipitation					precipitation	True	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 									fall back to the earth	droplets of water | rain, snow, sleet, or hail					0.0718766616497	0.80423953749
1479	evaporation		energy of the sun							evaporated	surface water	precipitation					precipitation	True	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 									fall back to the earth	droplets of water | rain, snow, sleet, or hail					0.006848244191010001	0.46676876319399996
1480	evaporation		temperature below the boiling point			vapor				change	liquid	precipitation					precipitation	True	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 									fall back to the earth	droplets of water | rain, snow, sleet, or hail					0.213017751479	0.651919101004
1481	evaporation					water vapor				change of state | evaporation	water	precipitation					precipitation	True	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 									fall back to the earth	droplets of water | rain, snow, sleet, or hail					0.0234755592722	1.0
1482	evaporation		heat			gas				changing	liquid	precipitation					precipitation	True	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 									fall back to the earth	droplets of water | rain, snow, sleet, or hail					0.213017751479	0.651919101004
1483	evaporation		energy from the sun			water vapor				change | evaporate	liquid water	precipitation					precipitation	True	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 									fall back to the earth	droplets of water | rain, snow, sleet, or hail					0.0692108570464	0.80423953749
1484	evaporation					water vapor				process | evaporation | changing	liquid water	precipitation					precipitation	True	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 									fall back to the earth	droplets of water | rain, snow, sleet, or hail					0.0718766616497	0.80423953749
1485	evaporation					water vapor				evaporated	water	precipitation					precipitation	True	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 									fall back to the earth	droplets of water | rain, snow, sleet, or hail					0.006848244191010001	1.0
1486	evaporation					water vapor				evaporates	water	precipitation					precipitation	True	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 									fall back to the earth	droplets of water | rain, snow, sleet, or hail					0.006848244191010001	1.0
1487	evaporation									evaporation	water	precipitation					precipitation	True	Then droplets of water (rain, snow, sleet, or hail) fall back to the earth, this is called: 									fall back to the earth	droplets of water | rain, snow, sleet, or hail					0.0	1.0
1488	evaporation					clouds				evaporation	water	evaporation					evaporation	True	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "					gas | water vapor				process | becomes	liquid water	0.0				0.0	1.0
1489	evaporation									evaporate 	oils	evaporation					evaporation	True	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "					gas | water vapor				process | becomes	liquid water					0.0	0.0
1490	evaporation									evaporation | extracting	moisture	evaporation					evaporation	True	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "					gas | water vapor				process | becomes	liquid water					0.0	0.47378968161300006
1491	evaporation					one state to another				evaporation | changes	matter	evaporation					evaporation	True	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "					gas | water vapor				process | becomes	liquid water	0.24733288903200001				0.32957749802700004	0.39889196675899996
1492	evaporation					gaseous state | vapor				evaporation | changing	water | liquid state	evaporation					evaporation	True	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "					gas | water vapor				process | becomes	liquid water	0.410185458854				0.32957749802700004	1.0
1493	evaporation					gaseous phase				evaporation | vaporization	liquid	evaporation					evaporation	True	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "					gas | water vapor				process | becomes	liquid water	0.0				0.0	1.0
1494	evaporation		increase in temperature and/or pressure			gaseous state				process | changing | evaporation	substance | liquid state	evaporation					evaporation	True	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "					gas | water vapor				process | becomes	liquid water	0.275614345857				0.32957749802700004	0.571522307455
1495	evaporation					gas				evaporation | changes	matter | liquid	evaporation					evaporation	True	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "					gas | water vapor				process | becomes	liquid water	1.0				0.32957749802700004	0.571522307455
1496	evaporation					water vapor				changing | evaporation	liquid water	evaporation					evaporation	True	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "					gas | water vapor				process | becomes	liquid water	1.0				0.32957749802700004	1.0
1497	evaporation		energy of the sun							evaporated	surface water	evaporation					evaporation	True	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "					gas | water vapor				process | becomes	liquid water					0.0	0.46676876319399996
1498	evaporation		temperature below the boiling point			vapor				change	liquid	evaporation					evaporation	True	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "					gas | water vapor				process | becomes	liquid water	1.0				0.9767545675689999	1.0
1499	evaporation					water vapor				change of state | evaporation	water	evaporation					evaporation	True	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "					gas | water vapor				process | becomes	liquid water	1.0				0.21088197169599998	1.0
1500	evaporation		heat			gas				changing	liquid	evaporation					evaporation	True	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "					gas | water vapor				process | becomes	liquid water	1.0				0.9767545675689999	1.0
1501	evaporation		energy from the sun			water vapor				change | evaporate	liquid water	evaporation					evaporation	True	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "					gas | water vapor				process | becomes	liquid water	1.0				0.317353930722	1.0
1502	evaporation					water vapor				process | evaporation | changing	liquid water	evaporation					evaporation	True	"Liquid water becomes a gas called water vapor through the process of <span class=""blank""> </span> "					gas | water vapor				process | becomes	liquid water	1.0				0.32957749802700004	1.0
