	QUESTION	ANSWER_CHOICE	Q_UNDERGOER	A_UNDERGOER	UNDERGOER_SCORE	Q_ENABLER	A_ENABLER	ENABLER_SCORE	Q_TRIGGER	A_TRIGGER	TRIGGER_SCORE	Q_RESULT	A_RESULT	RESULT_SCORE	CORRECT_ANSWER
1178	Andy is cooking a piece of ham in a pan. 	conduction	piece of ham	water | mineral	0.0				cooking	conduction	0.0				conduction
1179	Andy is cooking a piece of ham in a pan. 	conduction	piece of ham	warmed surface water	0.0				cooking	conduction	0.0		transferred downward into the water		conduction
1180	Andy is cooking a piece of ham in a pan. 	conduction	piece of ham	heat	0.0				cooking	direct transfer	0.0				conduction
1181	Andy is cooking a piece of ham in a pan. 	friction	piece of ham	mechanical waves	0.0		move		cooking	friction	0.0		energy is lost		conduction
1182	Andy is cooking a piece of ham in a pan. 	friction	piece of ham				lack of water		cooking	friction	0.0				conduction
1183	Andy is cooking a piece of ham in a pan. 	friction	piece of ham	kinetic energy	0.0				cooking	friction	0.0		converted to heat		conduction
1184	Andy is cooking a piece of ham in a pan. 	friction	piece of ham	box	0.0				cooking	pushing	0.0		moves		conduction
1185	Andy is cooking a piece of ham in a pan. 	friction	piece of ham						cooking	friction	0.0				conduction
1186	Andy is cooking a piece of ham in a pan. 	friction	piece of ham	surfaces	0.0		force		cooking	resistance	0.0				conduction
1187	Andy is cooking a piece of ham in a pan. 	friction	piece of ham	box	0.0		force		cooking	friction	0.0		stop		conduction
1188	Andy is cooking a piece of ham in a pan. 	friction	piece of ham	bicycle | car	0.0		brakes		cooking	force exerted	0.0		stop		conduction
1189	Andy is cooking a piece of ham in a pan. 	friction	piece of ham	objects	0.0981777777778				cooking	slide over one another	0.0				conduction
1190	Andy is cooking a piece of ham in a pan. 	friction	piece of ham	solid surfaces | fluid layers | material elements	0.00682501995512		force		cooking	resisting | sliding against each other	0.0				conduction
1191	What do we call the process of a seed developing into a plant? 	germination	seed	seeds	1.0		water		process | developing	germinated	0.504215246637	plant			germination
1192	What do we call the process of a seed developing into a plant? 	germination	seed	seed	1.0		planting and watering		process | developing	germinates	0.504215246637	plant			germination
1193	What do we call the process of a seed developing into a plant? 	germination	seed	seed	1.0		planted in the ground		process | developing	germination	0.0	plant	growth of a plant	1.0	germination
1194	What do we call the process of a seed developing into a plant? 	germination	seed	seeds	1.0		planted | water		process | developing	germination	0.0	plant			germination
1195	What do we call the process of a seed developing into a plant? 	germination	seed	plant	0.0				process | developing	germination	0.0	plant			germination
1196	What do we call the process of a seed developing into a plant? 	germination	seed	seed	1.0				process | developing	grows	0.0538061155362	plant	plant	1.0	germination
1197	What do we call the process of a seed developing into a plant? 	germination	seed	spores	0.0				process | developing	germination	0.0	plant	cells	0.0	germination
1198	What do we call the process of a seed developing into a plant? 	germination	seed	seed	1.0		water | temperature		process | developing	germination	0.0	plant			germination
1199	What do we call the process of a seed developing into a plant? 	germination	seed	seed	1.0				process | developing	germination | resumption of growth	0.0	plant			germination
1200	What do we call the process of a seed developing into a plant? 	germination	seed	seed	1.0				process | developing	process | grows | germination	0.0538061155362	plant	plant	1.0	germination
1201	What do we call the process of a seed developing into a plant? 	germination	seed	seed | spore | bulb	1.0				process | developing	develop	1.0	plant	plant | individual	1.0	germination
1202	What do we call the process of a seed developing into a plant? 	germination	seed	seeds	1.0		right conditions		process | developing	grow | germinate	0.504215246637	plant	plant	1.0	germination
1203	What do we call the process of a seed developing into a plant? 	germination	seed	seed	1.0				process | developing	process	0.0	plant			germination
1204	What do we call the process of a seed developing into a plant? 	regeneration	seed	organism	0.00051652892562				process | developing	reproduction	0.0	plant			germination
1205	What do we call the process of a seed developing into a plant? 	regeneration	seed	genomes | cells | organisms | ecosystems	0.00012001859151				process | developing	regeneration|renewal | restoration | growth	0.0	plant	resilient to natural fluctuations	0.0	germination
1206	What do we call the process of a seed developing into a plant? 	regeneration	seed	tissues | organs | limbs	0.0				process | developing	regrowing	1.0	plant			germination
1207	What do we call the process of a seed developing into a plant? 	regeneration	seed						process | developing	forming 	0.0	plant			germination
1208	What do we call the process of a seed developing into a plant? 	regeneration	seed	part which has been removed	0.000840257281257				process | developing	reproduction	0.0	plant			germination
1209	What process ends with a new and improved plant? 	germinating		seeds			water			germinated		new and improved plant			grafting
1210	What process ends with a new and improved plant? 	germinating		seed			planting and watering			germinates		new and improved plant			grafting
1211	What process ends with a new and improved plant? 	germinating		seed			planted in the ground			germination		new and improved plant	growth of a plant	0.315218616624	grafting
1212	What process ends with a new and improved plant? 	germinating		seeds			planted | water			germination		new and improved plant			grafting
1213	What process ends with a new and improved plant? 	germinating		plant						germination		new and improved plant			grafting
1214	What process ends with a new and improved plant? 	germinating		seed						grows		new and improved plant	plant	1.0	grafting
1215	What process ends with a new and improved plant? 	germinating		spores						germination		new and improved plant	cells	0.0	grafting
1216	What process ends with a new and improved plant? 	germinating		seed			water | temperature			germination		new and improved plant			grafting
1217	What process ends with a new and improved plant? 	germinating		seed						germination | resumption of growth		new and improved plant			grafting
1218	What process ends with a new and improved plant? 	germinating		seed						process | grows | germination		new and improved plant	plant	1.0	grafting
1219	What process ends with a new and improved plant? 	germinating		seed | spore | bulb						develop		new and improved plant	plant | individual	0.522593571467	grafting
1220	What process ends with a new and improved plant? 	germinating		seeds			right conditions			grow | germinate		new and improved plant	plant	1.0	grafting
1221	What process ends with a new and improved plant? 	germinating		seed						process		new and improved plant			grafting
1222	What process ends with a new and improved plant? 	photosynthesis		plants			light energy			to drive photosynthesis		new and improved plant			grafting
1223	What process ends with a new and improved plant? 	photosynthesis		plants						photosynthesis		new and improved plant	energy	0.0	grafting
1224	What process ends with a new and improved plant? 	photosynthesis		plants			sun			photosynthesis		new and improved plant	energy	0.0	grafting
1225	What process ends with a new and improved plant? 	photosynthesis		A plant						does photosynthesis		new and improved plant			grafting
1226	What process ends with a new and improved plant? 	photosynthesis		Plants						photosynthesis		new and improved plant	get their energy to grow	0.0	grafting
1227	What process ends with a new and improved plant? 	grafting		Stems						grafted		new and improved plant	plants that have roots	0.293136484909	grafting
1228	What process ends with a new and improved plant? 	grafting		Axillary buds						grafted		new and improved plant	new branches	0.421867862026	grafting
1229	What process ends with a new and improved plant? 	grafting		trees						grafted		new and improved plant			grafting
1230	A force that resists motion created by objects rubbing together. 	gravity		water		s rubbing together	height above the earth	0.0	force	gravitational energy	0.0277777777778	resists motion			friction
1231	A force that resists motion created by objects rubbing together. 	gravity		water		s rubbing together	flowing down	0.0	force	gravitational energy	0.0277777777778	resists motion			friction
1232	A force that resists motion created by objects rubbing together. 	gravity		water		s rubbing together			force	gravitational potential energy	0.0277777777778	resists motion			friction
1233	A force that resists motion created by objects rubbing together. 	gravity				s rubbing together			force	gravitational potential energy	0.0277777777778	resists motion			friction
1234	A force that resists motion created by objects rubbing together. 	gravity		water cycle		s rubbing together			force	gravity	0.25	resists motion			friction
1235	A force that resists motion created by objects rubbing together. 	gravity		you		s rubbing together			force	gravity	0.25	resists motion	come back down to the ground	0.0	friction
1236	A force that resists motion created by objects rubbing together. 	gravity		matter		s rubbing together			force	attraction	0.127551020408	resists motion			friction
1237	A force that resists motion created by objects rubbing together. 	gravity		terrestrial bodies		s rubbing together	force	0.0	force	attraction	0.127551020408	resists motion	fall toward the center of the earth	0.000677683951205	friction
1238	A force that resists motion created by objects rubbing together. 	gravity		physical bodies		s rubbing together			force	attract	0.666666666667	resists motion			friction
1239	A force that resists motion created by objects rubbing together. 	friction		mechanical waves		s rubbing together	move	0.0	force	friction	0.0	resists motion	energy is lost	0.0417030230101	friction
1240	A force that resists motion created by objects rubbing together. 	friction				s rubbing together	lack of water	0.0	force	friction	0.0	resists motion			friction
1241	A force that resists motion created by objects rubbing together. 	friction		kinetic energy		s rubbing together			force	friction	0.0	resists motion	converted to heat	0.0	friction
1242	A force that resists motion created by objects rubbing together. 	friction		box		s rubbing together			force	pushing	0.0128556771546	resists motion	moves	0.253676470588	friction
1243	A force that resists motion created by objects rubbing together. 	friction				s rubbing together			force	friction	0.0	resists motion			friction
1244	A force that resists motion created by objects rubbing together. 	friction		surfaces		s rubbing together	force	0.0	force	resistance	0.814215949684	resists motion			friction
1245	A force that resists motion created by objects rubbing together. 	friction		box		s rubbing together	force	0.0	force	friction	0.0	resists motion	stop	0.0	friction
1246	A force that resists motion created by objects rubbing together. 	friction		bicycle | car		s rubbing together	brakes	0.0	force	force exerted	1.0	resists motion	stop	0.0	friction
1247	A force that resists motion created by objects rubbing together. 	friction		objects		s rubbing together			force	slide over one another	0.0	resists motion			friction
1248	A force that resists motion created by objects rubbing together. 	friction		solid surfaces | fluid layers | material elements		s rubbing together	force	0.0	force	resisting | sliding against each other	0.0	resists motion			friction
1249	What is it called when an object is moved from one position to another? 	work		water			kinetic energy		moved	work	0.0				work
1250	What is it called when an object is moved from one position to another? 	work		object			external forces		moved	work	0.0		changes the amount of energy		work
1251	What is it called when an object is moved from one position to another? 	work		water					moved	work	0.0				work
1252	What is it called when an object is moved from one position to another? 	work							moved	work	0.0		change energy		work
1253	What is it called when an object is moved from one position to another? 	work		plants | animals					moved	work	0.0				work
1254	What is it called when an object is moved from one position to another? 	gravity		water			height above the earth		moved	gravitational energy	0.0				work
1255	What is it called when an object is moved from one position to another? 	gravity		water			flowing down		moved	gravitational energy	0.0				work
1256	What is it called when an object is moved from one position to another? 	gravity		water					moved	gravitational potential energy	0.0				work
1257	What is it called when an object is moved from one position to another? 	gravity							moved	gravitational potential energy	0.0				work
1258	What is it called when an object is moved from one position to another? 	gravity		water cycle					moved	gravity	0.0				work
1259	What is it called when an object is moved from one position to another? 	gravity		you					moved	gravity	0.0		come back down to the ground		work
1260	What is it called when an object is moved from one position to another? 	gravity		matter					moved	attraction	0.0				work
1261	What is it called when an object is moved from one position to another? 	gravity		terrestrial bodies			force		moved	attraction	0.0		fall toward the center of the earth		work
1262	What is it called when an object is moved from one position to another? 	gravity		physical bodies					moved	attract	0.666666666667				work
1263	When we cut down trees or drain wetlands, we do what to the habitats of many living things? 	destroy	habitats of many living things			we cut down trees or drain wetlands				destroy					destroy
1264	When we cut down trees or drain wetlands, we do what to the habitats of many living things? 	destroy	habitats of many living things			we cut down trees or drain wetlands				destroy			make it not exist		destroy
1265	When we cut down trees or drain wetlands, we do what to the habitats of many living things? 	destroy	habitats of many living things	animal	0.0	we cut down trees or drain wetlands				put			death		destroy
1266	When we cut down trees or drain wetlands, we do what to the habitats of many living things? 	destroy	habitats of many living things	something	0.0	we cut down trees or drain wetlands	damaging | attacking	0.0		put			end to the existence		destroy
1267	When we cut down trees or drain wetlands, we do what to the habitats of many living things? 	destroy	habitats of many living things			we cut down trees or drain wetlands				process			cannot be repaired | no longer exists		destroy
1268	When we cut down trees or drain wetlands, we do what to the habitats of many living things? 	plant	habitats of many living things	seeds | young plants	0.0	we cut down trees or drain wetlands				putting			grow		destroy
1269	When we cut down trees or drain wetlands, we do what to the habitats of many living things? 	plant	habitats of many living things	grain | wheat | corn | fruits | vegetables	0.0	we cut down trees or drain wetlands				plant					destroy
1270	When we cut down trees or drain wetlands, we do what to the habitats of many living things? 	plant	habitats of many living things	seed	0.0	we cut down trees or drain wetlands				hand sowing | planting					destroy
1271	When we cut down trees or drain wetlands, we do what to the habitats of many living things? 	plant	habitats of many living things	seed | bulb | plant	0.00651731170971	we cut down trees or drain wetlands									destroy
1272	When we cut down trees or drain wetlands, we do what to the habitats of many living things? 	plant	habitats of many living things	seeds | plants	0.0	we cut down trees or drain wetlands				putting					destroy
1273	When we cut down trees or drain wetlands, we do what to the habitats of many living things? 	help	habitats of many living things	water	0.00248627548788	we cut down trees or drain wetlands	transporting important nutrients	0.0		helps					destroy
1274	When we cut down trees or drain wetlands, we do what to the habitats of many living things? 	help	habitats of many living things	plants	0.0	we cut down trees or drain wetlands				help					destroy
1275	When we cut down trees or drain wetlands, we do what to the habitats of many living things? 	help	habitats of many living things	animals	0.0	we cut down trees or drain wetlands				help			new plants		destroy
1276	When we cut down trees or drain wetlands, we do what to the habitats of many living things? 	help	habitats of many living things	Animals	0.0	we cut down trees or drain wetlands				help			move pollen		destroy
1277	When we cut down trees or drain wetlands, we do what to the habitats of many living things? 	build	habitats of many living things	body	9.84482028495e-05	we cut down trees or drain wetlands	without a digestive system	0.0		build up			food and water		destroy
1278	When we cut down trees or drain wetlands, we do what to the habitats of many living things? 	build	habitats of many living things	human	0.122010564926	we cut down trees or drain wetlands	too much water	0.0		builds up			the systems shut down		destroy
1279	When we cut down trees or drain wetlands, we do what to the habitats of many living things? 	build	habitats of many living things	body	9.84482028495e-05	we cut down trees or drain wetlands	burns these nutrients	1.55774633461e-10		build			new tissues and body parts		destroy
1280	When we cut down trees or drain wetlands, we do what to the habitats of many living things? 	build	habitats of many living things	plant	0.0	we cut down trees or drain wetlands				builds			energy		destroy
1281	When we cut down trees or drain wetlands, we do what to the habitats of many living things? 	build	habitats of many living things	materials or parts	0.000325779428942	we cut down trees or drain wetlands				make | combining					destroy
1282	To travel from one place to another. 	migrate		animals					travel	migrating	0.0				migrate
1283	To travel from one place to another. 	migrate		Animals					travel	migrate	0.0		breed | grow | find food | avoid cold weather		migrate
1284	To travel from one place to another. 	migrate		Animals					travel	migrate	0.0		to raise their young | find the food they need | to stay warm		migrate
1285	To travel from one place to another. 	migrate		animals			cold months | changes in the weather		travel	moving	0.214075413223				migrate
1286	To travel from one place to another. 	migrate		animals			change in seasons		travel	move | migration	0.0894013124197				migrate
1287	To travel from one place to another. 	migrate		individuals					travel	long distance movement | migration	0.0474135611378				migrate
1288	To travel from one place to another. 	migrate		animal			locomotory exertions | active embarkation		travel	movement	0.204545454545				migrate
1289	To travel from one place to another. 	migrate		people | animals					travel	movement to another place	0.060092348544				migrate
1290	To travel from one place to another. 	migrate		animals			avoid the change in seasons		travel	move | migration	0.0894013124197				migrate
1291	To travel from one place to another. 	migrate		animals | birds | fishes			for feeding or breeding		travel	periodic passage	0.0130612244898		from one region to another		migrate
1292	To travel from one place to another. 	migrate		animals			food		travel	migrate	0.0				migrate
1293	To travel from one place to another. 	migrate		animals			avoid extreme heat or cold		travel	migrate	0.0				migrate
1294	To travel from one place to another. 	migrate		animal | bird | fish			seasons		travel	move	0.214075413223		one region or habitat to another		migrate
1295	To travel from one place to another. 	migrate							travel	moving	0.214075413223				migrate
1296	To travel from one place to another. 	migrate		mammals | birds | fishes | insects | animals					travel	move	0.214075413223		one place to another		migrate
1297	To travel from one place to another. 	migrate		animals					travel	seasonal movement	0.0856227629264		from one area to another		migrate
1298	To travel from one place to another. 	migrate		atom | double bond					travel	movement	0.204545454545		from one position to another		migrate
1299	To travel from one place to another. 	migrate		animal					travel	movement | migration	0.0869684061584				migrate
1300	To travel from one place to another. 	hibernate		Animals			winter		travel	hibernate	0.0				migrate
1301	To travel from one place to another. 	hibernate		Animals			too cold and it is hard to find food		travel	hibernate	0.0				migrate
1302	To travel from one place to another. 	hibernate		Animal					travel	hibernates	0.0				migrate
1303	To travel from one place to another. 	hibernate		animals					travel	hibernation	0.0				migrate
1304	To travel from one place to another. 	hibernate					winter		travel	going into a dormant state	0.0033752489172				migrate
1305	To travel from one place to another. 	hibernate		animals			long winters		travel	storing food and going dormant	0.0033752489172				migrate
1306	To travel from one place to another. 	hibernate		endotherms					travel	state of inactivity and metabolic depression	0.0				migrate
1307	To travel from one place to another. 	hibernate		animals					travel	deep sleep | torpor	0.0		survive winter extremes		migrate
1308	To travel from one place to another. 	hibernate							travel	deep sleep	0.0		survive the winter		migrate
1309	To travel from one place to another. 	hibernate		animals			changes in their environment | seasonal changes		travel	hibernation	0.0				migrate
1310	To travel from one place to another. 	hibernate		animals			long winters		travel	hibernation |  storing food and going dormant	0.0033752489172				migrate
1311	To travel from one place to another. 	hibernate		animals			winter		travel	resting | deep sleep	0.0				migrate
1312	To travel from one place to another. 	hibernate		animals					travel	slow their metabolism to very low levels, with body temperature and breathing rates lowered	0.0				migrate
1313	To travel from one place to another. 	hibernate		animals			cold season | weather is freezing | food is scarce		travel	hibernate |  go into a deep sleep	0.0033752489172		survive		migrate
1314	To travel from one place to another. 	hibernate		animals			long winters		travel	storing food and going dormant | hibernation	0.0033752489172				migrate
1315	To travel from one place to another. 	hibernate		animals | bears					travel	dormant condition	0.0				migrate
1316	To travel from one place to another. 	hibernate		animals			cold climates | winter		travel	inactive state | deep sleep	0.0				migrate
1317	To travel from one place to another. 	hibernate		endotherms					travel	state of inactivity | metabolic depression	0.0				migrate
1318	To travel from one place to another. 	camouflage		animals					travel	camouflage	0.0		hide from their enemies		migrate
1319	To travel from one place to another. 	camouflage		animals					travel	camouflage	0.0				migrate
1320	To travel from one place to another. 	camouflage		animals					travel	camouflage	0.0		hide from predators		migrate
1321	To travel from one place to another. 	camouflage		animals | octopuses					travel	camouflage	0.0				migrate
1322	To travel from one place to another. 	camouflage		animals					travel	change color | camouflage	0.0337300422438		cannot be easily seen		migrate
1323	To travel from one place to another. 	camouflage							travel	use of any combination of materials, coloration or illumination	0.0		concealment		migrate
1324	To travel from one place to another. 	camouflage		animals			avoid detection by predators or prey		travel	adaptation	0.0		blend in to their natural environments		migrate
1325	To travel from one place to another. 	camouflage		species					travel	adaptation	0.0		blend with their surroundings		migrate
1326	To travel from one place to another. 	camouflage		animal			primary defense against predators		travel	camouflage	0.0		avoid detection or recognition		migrate
1327	To travel from one place to another. 	camouflage		animal | person | building					travel				difficult for enemies to see		migrate
1328	To travel from one place to another. 	camouflage							travel	mimicking the surrounding environment	0.0		avoiding detection		migrate
1329	To travel from one place to another. 	camouflage		leopard					travel	camouflage	0.0		blend in with the forest shadows		migrate
1330	To travel from one place to another. 	camouflage		rabbits			white fur		travel	camouflage |use	0.0				migrate
1331	What do you call movements from one location to another? 	hibernation		Animals			winter		movements	hibernate	0.0				migration
1332	What do you call movements from one location to another? 	hibernation		Animals			too cold and it is hard to find food		movements	hibernate	0.0				migration
1333	What do you call movements from one location to another? 	hibernation		Animal					movements	hibernates	0.0				migration
1334	What do you call movements from one location to another? 	hibernation		animals					movements	hibernation	0.0				migration
1335	What do you call movements from one location to another? 	hibernation					winter		movements	going into a dormant state	0.0				migration
1336	What do you call movements from one location to another? 	hibernation		animals			long winters		movements	storing food and going dormant	0.0				migration
1337	What do you call movements from one location to another? 	hibernation		endotherms					movements	state of inactivity and metabolic depression	0.0				migration
1338	What do you call movements from one location to another? 	hibernation		animals					movements	deep sleep | torpor	0.0		survive winter extremes		migration
1339	What do you call movements from one location to another? 	hibernation							movements	deep sleep	0.0		survive the winter		migration
1340	What do you call movements from one location to another? 	hibernation		animals			changes in their environment | seasonal changes		movements	hibernation	0.0				migration
1341	What do you call movements from one location to another? 	hibernation		animals			long winters		movements	hibernation |  storing food and going dormant	0.0				migration
1342	What do you call movements from one location to another? 	hibernation		animals			winter		movements	resting | deep sleep	0.0				migration
1343	What do you call movements from one location to another? 	hibernation		animals					movements	slow their metabolism to very low levels, with body temperature and breathing rates lowered	0.0				migration
1344	What do you call movements from one location to another? 	hibernation		animals			cold season | weather is freezing | food is scarce		movements	hibernate |  go into a deep sleep	0.0		survive		migration
1345	What do you call movements from one location to another? 	hibernation		animals			long winters		movements	storing food and going dormant | hibernation	0.0				migration
1346	What do you call movements from one location to another? 	hibernation		animals | bears					movements	dormant condition	0.0				migration
1347	What do you call movements from one location to another? 	hibernation		animals			cold climates | winter		movements	inactive state | deep sleep	0.0				migration
1348	What do you call movements from one location to another? 	hibernation		endotherms					movements	state of inactivity | metabolic depression	0.0				migration
1349	What do you call movements from one location to another? 	migration		animals					movements	migrating	0.0				migration
1350	What do you call movements from one location to another? 	migration		Animals					movements	migrate	0.0		breed | grow | find food | avoid cold weather		migration
1351	What do you call movements from one location to another? 	migration		Animals					movements	migrate	0.0		to raise their young | find the food they need | to stay warm		migration
1352	What do you call movements from one location to another? 	migration		animals			cold months | changes in the weather		movements	moving	1.0				migration
1353	What do you call movements from one location to another? 	migration		animals			change in seasons		movements	move | migration	1.0				migration
1354	What do you call movements from one location to another? 	migration		individuals					movements	long distance movement | migration	1.0				migration
1355	What do you call movements from one location to another? 	migration		animal			locomotory exertions | active embarkation		movements	movement	1.0				migration
1356	What do you call movements from one location to another? 	migration		people | animals					movements	movement to another place	1.0				migration
1357	What do you call movements from one location to another? 	migration		animals			avoid the change in seasons		movements	move | migration	1.0				migration
1358	What do you call movements from one location to another? 	migration		animals | birds | fishes			for feeding or breeding		movements	periodic passage	0.0195918367347		from one region to another		migration
1359	What do you call movements from one location to another? 	migration		animals			food		movements	migrate	0.0				migration
1360	What do you call movements from one location to another? 	migration		animals			avoid extreme heat or cold		movements	migrate	0.0				migration
1361	What do you call movements from one location to another? 	migration		animal | bird | fish			seasons		movements	move	1.0		one region or habitat to another		migration
1362	What do you call movements from one location to another? 	migration							movements	moving	1.0				migration
1363	What do you call movements from one location to another? 	migration		mammals | birds | fishes | insects | animals					movements	move	1.0		one place to another		migration
1364	What do you call movements from one location to another? 	migration		animals					movements	seasonal movement	1.0		from one area to another		migration
1365	What do you call movements from one location to another? 	migration		atom | double bond					movements	movement	1.0		from one position to another		migration
1366	What do you call movements from one location to another? 	migration		animal					movements	movement | migration	1.0				migration
1367	When closely related living things are bred together, it is called 	adaptation	closely related living things	animals	0.0		live in their environment		bred together	adaptation	0.0		features		crossbreeding
1368	When closely related living things are bred together, it is called 	adaptation	closely related living things	animals | plants	0.0		conditions of the habitats in which they live		bred together	adapted	0.0				crossbreeding
1369	When closely related living things are bred together, it is called 	adaptation	closely related living things	plants | animals	0.0		changes in the environment		bred together	adapted	0.0				crossbreeding
1370	When closely related living things are bred together, it is called 	adaptation	closely related living things	plants	0.0				bred together	adapt	0.0				crossbreeding
1371	When closely related living things are bred together, it is called 	adaptation	closely related living things	organism	0.0				bred together	inherited characteristic	0.0		survival		crossbreeding
1372	When closely related living things are bred together, it is called 	crossbreeding	closely related living things	species	0.0				bred together	mixing	0.0		hybrids		crossbreeding
1373	When closely related living things are bred together, it is called 	crossbreeding	closely related living things	different breeds	0.0				bred together	mating	0.0277777777778		produce an organism		crossbreeding
1374	"The force that keeps us on Earth is <span class=""blank""> </span> "	magnetism		north and south pole			force		force	magnetism	0.765625	keeps us on Earth			gravity
1375	"The force that keeps us on Earth is <span class=""blank""> </span> "	magnetism		object					force	attracts	0.666666666667	keeps us on Earth			gravity
1376	"The force that keeps us on Earth is <span class=""blank""> </span> "	magnetism					force		force	magnetism	0.765625	keeps us on Earth			gravity
1377	"The force that keeps us on Earth is <span class=""blank""> </span> "	magnetism		magnets					force	attraction	0.127551020408	keeps us on Earth			gravity
1378	"The force that keeps us on Earth is <span class=""blank""> </span> "	magnetism					magnetic fields		force	physical phenomena	0.00927952192576	keeps us on Earth			gravity
1379	"The force that keeps us on Earth is <span class=""blank""> </span> "	inertia		body			internal energies		force	inertia	0.0	keeps us on Earth			gravity
1380	"The force that keeps us on Earth is <span class=""blank""> </span> "	inertia		object			change in its motion		force	inertia	0.0	keeps us on Earth			gravity
1381	"The force that keeps us on Earth is <span class=""blank""> </span> "	inertia		object					force	inertia	0.0	keeps us on Earth			gravity
1382	"The force that keeps us on Earth is <span class=""blank""> </span> "	inertia		object					force	inertial	0.0	keeps us on Earth			gravity
1383	"The force that keeps us on Earth is <span class=""blank""> </span> "	gravity		water			height above the earth		force	gravitational energy	0.0277777777778	keeps us on Earth			gravity
1384	"The force that keeps us on Earth is <span class=""blank""> </span> "	gravity		water			flowing down		force	gravitational energy	0.0277777777778	keeps us on Earth			gravity
1385	"The force that keeps us on Earth is <span class=""blank""> </span> "	gravity		water					force	gravitational potential energy	0.0277777777778	keeps us on Earth			gravity
1386	"The force that keeps us on Earth is <span class=""blank""> </span> "	gravity							force	gravitational potential energy	0.0277777777778	keeps us on Earth			gravity
1387	"The force that keeps us on Earth is <span class=""blank""> </span> "	gravity		water cycle					force	gravity	0.25	keeps us on Earth			gravity
1388	"The force that keeps us on Earth is <span class=""blank""> </span> "	gravity		you					force	gravity	0.25	keeps us on Earth	come back down to the ground	0.26776030803	gravity
1389	"The force that keeps us on Earth is <span class=""blank""> </span> "	gravity		matter					force	attraction	0.127551020408	keeps us on Earth			gravity
1390	"The force that keeps us on Earth is <span class=""blank""> </span> "	gravity		terrestrial bodies			force		force	attraction	0.127551020408	keeps us on Earth	fall toward the center of the earth	0.293236067784	gravity
1391	"The force that keeps us on Earth is <span class=""blank""> </span> "	gravity		physical bodies					force	attract	0.666666666667	keeps us on Earth			gravity
1392	__________ is the movement of a group of one type of animal from one region to another and back again. 	hibernation	group of one type of animal	Animals	1.0		winter		movement	hibernate	0.0				migration
1393	__________ is the movement of a group of one type of animal from one region to another and back again. 	hibernation	group of one type of animal	Animals	1.0		too cold and it is hard to find food		movement	hibernate	0.0				migration
1394	__________ is the movement of a group of one type of animal from one region to another and back again. 	hibernation	group of one type of animal	Animal	1.0				movement	hibernates	0.0				migration
1395	__________ is the movement of a group of one type of animal from one region to another and back again. 	hibernation	group of one type of animal	animals	1.0				movement	hibernation	0.0				migration
1396	__________ is the movement of a group of one type of animal from one region to another and back again. 	hibernation	group of one type of animal				winter		movement	going into a dormant state	0.0				migration
1397	__________ is the movement of a group of one type of animal from one region to another and back again. 	hibernation	group of one type of animal	animals	1.0		long winters		movement	storing food and going dormant	0.0				migration
1398	__________ is the movement of a group of one type of animal from one region to another and back again. 	hibernation	group of one type of animal	endotherms	0.0				movement	state of inactivity and metabolic depression	0.0				migration
1399	__________ is the movement of a group of one type of animal from one region to another and back again. 	hibernation	group of one type of animal	animals	1.0				movement	deep sleep | torpor	0.0		survive winter extremes		migration
1400	__________ is the movement of a group of one type of animal from one region to another and back again. 	hibernation	group of one type of animal						movement	deep sleep	0.0		survive the winter		migration
1401	__________ is the movement of a group of one type of animal from one region to another and back again. 	hibernation	group of one type of animal	animals	1.0		changes in their environment | seasonal changes		movement	hibernation	0.0				migration
1402	__________ is the movement of a group of one type of animal from one region to another and back again. 	hibernation	group of one type of animal	animals	1.0		long winters		movement	hibernation |  storing food and going dormant	0.0				migration
1403	__________ is the movement of a group of one type of animal from one region to another and back again. 	hibernation	group of one type of animal	animals	1.0		winter		movement	resting | deep sleep	0.0				migration
1404	__________ is the movement of a group of one type of animal from one region to another and back again. 	hibernation	group of one type of animal	animals	1.0				movement	slow their metabolism to very low levels, with body temperature and breathing rates lowered	0.0				migration
1405	__________ is the movement of a group of one type of animal from one region to another and back again. 	hibernation	group of one type of animal	animals	1.0		cold season | weather is freezing | food is scarce		movement	hibernate |  go into a deep sleep	0.0		survive		migration
1406	__________ is the movement of a group of one type of animal from one region to another and back again. 	hibernation	group of one type of animal	animals	1.0		long winters		movement	storing food and going dormant | hibernation	0.0				migration
1407	__________ is the movement of a group of one type of animal from one region to another and back again. 	hibernation	group of one type of animal	animals | bears	0.494012624184				movement	dormant condition	0.0				migration
1408	__________ is the movement of a group of one type of animal from one region to another and back again. 	hibernation	group of one type of animal	animals	1.0		cold climates | winter		movement	inactive state | deep sleep	0.0				migration
1409	__________ is the movement of a group of one type of animal from one region to another and back again. 	hibernation	group of one type of animal	endotherms	0.0				movement	state of inactivity | metabolic depression	0.0				migration
1410	__________ is the movement of a group of one type of animal from one region to another and back again. 	migration	group of one type of animal	animals	1.0				movement	migrating	0.0				migration
1411	__________ is the movement of a group of one type of animal from one region to another and back again. 	migration	group of one type of animal	Animals	1.0				movement	migrate	0.0		breed | grow | find food | avoid cold weather		migration
1412	__________ is the movement of a group of one type of animal from one region to another and back again. 	migration	group of one type of animal	Animals	1.0				movement	migrate	0.0		to raise their young | find the food they need | to stay warm		migration
1413	__________ is the movement of a group of one type of animal from one region to another and back again. 	migration	group of one type of animal	animals	1.0		cold months | changes in the weather		movement	moving	1.0				migration
